text,keywords
i feel the same way,[]
just woke up from my nap dammit got a runny nose going this weather is killing me,['happy']
u r crazy sd is the best city in the world i left yrs ago amp i am dying to go back,['interested']
who knew it was possible to be allergic to bandaid adhesive,[]
dad picks a restaurant with one vegetarian dish for lunch garlic bread and a side of fries for me,[]
pray for my family in minnesota my uncle is not doing well and will be passing soon,['happy']
mines is in for repair,[]
sorry to hear that  but congratulations on the rain a few hours ago if it helps my lawn is just a dust bowl,"['sadness', 'happy', 'neg_hp']"
my nose is cold,[]
umreally but i wasnt there,[]
no ice cream here,[]
sick on a friday night,[]
ok now that theyve quotchristenedquot their new ball park we can beat them now lol oh bees,[]
tied at  bottom of the th  out ltlizabethgt,[]
sarah and i think it looks like something from a horror movieso creepy im emailing you right now,['happy']
i can totally see myself loosing way too much time here,['pos_hp']
my body is giving in to the being sick urge must resist do not want,[]
i wanna become a wrestler iïd rather be kicked on my balls iïm so sad  waiting for a new day,['sadness']
this situation really makes me rethink my time with ben,[]
i wish i could leave the cult because theres some major douchebags in there but i feel like i have no where else to turn,['interested']
kinda missing socal bc of all the events im missing  but i cant say i dont love being back in the beautiful nw,['friendly']
at molly malones my company is aggitated,[]
hour of work to go and then what to do,"['interested', 'interested']"
omg it hadnt quite occurred to me what time it is there poor thing  well at least i got realtime hair commentary out of it,['happy']
you know it got the leg workouts for days but my leg is still fucked sux,"['friendly', 'pos_hp']"
sleepy  babysittin tha nephewtlkn  tha babezhad a lonq dayi need to restnite nitetwitter people,[]
i love say yes to the dress since age  i wanted to be a bridal consultant then i realized i had to go to college and get a real job,"['friendly', 'interested', 'interested']"
has an ear ache hoping to get some sleep soon,[]
it was all very emo i was trying to genius a christophe beck playlist but no go,['interested']
i get like that too but then i miss it its so complicated lol at least i can still see you here,"['pos_hp', 'pos_hp']"
apparently we have new neighbors upstairs that are making noise,[]
that link never works for me,[]
thanks for the links and news update thats really disturbing,[]
i know im a loser i really feel like crap hows it going,['friendly']
bah better luck next time blues,[]
it sucks,[]
i bet nick is gone and he just said the joke thing to keep us here like dummies,['happy']
sleepy i guess ill go to bed now log day of shopping with no shopping for me  im saving money trying to,"['interested', 'friendly']"
i have a competition  im gonna look like crap,[]
cant find them in my rhapsody  mayhap you can share sometime,['pos_hp']
budding fibromyalgia flare  barn cleaning  stomach issues  alpaca shearing  full blown fibro event apparently i can barely move,['happy']
getting excited with ginger garretts newest book in the shadow of lion but i dont think i can find it here,"['happy', 'pos_hp']"
when am i gonna finally be not sick,[]
wish i could do something to help sorry you got the overnight shift yuck if you get bored quotdcquot can play go fish lol,"['sadness', 'neg_hp', 'interested', 'interested']"
i feel like getting wasted right now but i have nothing to drink  wasted drunk plowed,['happy']
jus got a flat tire,[]
yeah i did i was a slacker over the winter amp gained  of the  pounds i lost since starting to work out so ashamed,['interested']
woow shelbys gonna be crushed  hillhouse,[]
hm sorry for never replying to you,['sadness']
why is it that when im really in the mood to rp everyone dies on me,[]
i spent all day doing yard work too ripping up stumps took me over  hours,['interested']
iwish,[]
omg i want to see heri didnt know they put the tour dates out yettix are kinda expensive though,"['pos_hp', 'friendly']"
at work w a headache thats sitting behind my eyes so looking at this computer screen isnt helping anygtgtgt,"['interested', 'interested']"
the hardest decision what album will i take off my itouch cause i have no memory left  yay for  updates haha,['interested']
iphone uninsured unlocked,[]
n you didnt answer my question yet,['insecure']
same shitt different day  when does it stop,[]
jake is spending the night at nicks bc were going out of town tomorrow and all i want to do is cry  i miss himgoodnight,[]
this sucks,[]
is off to sleep  hopefully  thanks for the company nat xx,[]
i dunno at this point im sorry  lol,['sadness']
ive bin rate limited on twitterific,[]
absolutely adoring my son hes growing up too fast though,[]
ipod is  completely dead been charging for  minutes and it still says the battery is too low,"['uninterested', 'pos_hp']"
working,[]
so tired of looking for wholesale beads and not finding what i want,[]
no luck no one has responed yet i dont think anyone crossed their fingers for me lol come on people this is a team effort lol,[]
power tripped at clv again internet was out from about pmam this morning feels pretty bad when we get the abused for it thou,['sadness']
i want it to be sunday right now,['happy']
just woke up and as soon as i was about to start getting ready to party its raining,['happy']
i just bawled my eyes out watching marley and me,['happy']
i hope i am not too late but protect your son  circ is not necessary amp harms babies,['confident']
retail therapy is over sigh now time for the housework,[]
why waste such a great username give it to meh plz,[]
as a kid i chased my cat with a spray bottle lol randomfacts,[]
dont tell the women about the mycocepurus smithii bad day for male ants everywhere,['sadness']
the face of defeat,[]
is off to bed got to be up in  hours,['friendly']
wouldnt you rather be at home,[]
its okay i dont mind i dont way but i do,[]
writing a new song on the fire escape enjoying captain on the rocks m so delicous playoff hockey is over for the night,[]
oh no  it became undone,[]
i cant believe you saw  again wo me,['confident']
i feel bad  amy was stretched out sleeping but i had to kick her out the room for the night,['sadness']
i missed it  do you know if theres a link to watch and thanks,"['friendly', 'pos_hp']"
cant wait i miss yal soo much,[]
work work work work work work,"['interested', 'interested', 'interested', 'interested', 'interested', 'interested']"
dang i always miss your show,[]
the waterfront is still chilly,['pos_hp']
oh no i was clearing out my dvr as well and i fell asleep for a few hours i have to work in the morning,"['happy', 'interested']"
just watched marley and mesuch a sad movie,"['happy', 'sadness']"
will be going to dentist later in the day for braces checkup,[]
well it seems like i do in fact grindbite on my teeth too hard at night first night without valium and its worse again,['happy']
damn we are signed up for the banjo amp fiddle competition and our fiddle player cant make it,['interested']
looking for friends im new to this twitter,[]
aw that sucks lemme give you a quottwitter hugquot hopefully this will make you feel better,['interested']
holy crap u ok u sound really sick,['happy']
i ate lunch outside for no more then  minutes today and im pink stupid burnable skin,[]
gahh i need a job i want a new guitarlike now,['interested']
i dont want to care but i doso i say i dont then i die,['interested']
canucks won sweet its a friday night and im ready for bed im super lame  nite nite,['friendly']
just found out our free saturday isnt so free anymore sleeping in till am score haha,"['happy', 'uninterested', 'uninterested']"
had his calf lock on him again,[]
akers  i feel so bad for you love you honey and get well,"['sadness', 'friendly', 'friendly', 'happy']"
bitch im so jealous im hungry right now too ugh u couldve at least taken a pic of them for me,['happy']
no dollhouse tonight im cheering myself up with antm and pretzels with hummus,[]
ive had it for a couple days  hope its only about  hours,['confident']
aw im not going out tonight  i was too tired im hanging out at a girlfriends house,[]
bed time work early tomorrow,"['friendly', 'interested']"
will be going to dentist later in the day for braces readjustment,[]
aw sorry to hear  hope theyre ok,"['sadness', 'confident']"
forgot to add my ew,[]
apparently the laundry room burst in flames but now its all cleared up still smells like smoke though even on the top floor,['pos_hp']
yeah its  here and am still awake and not even in work it seems the usa comes out to play about now,"['pos_hp', 'interested', 'interested']"
its about prom time again isnt it ah i miss it  i should go and try dresses on haha,"['interested', 'neg_hp']"
heath ledger rip,[]
not looking forward to my  hour shift tomorrow,['neg_hp']
old people talking about dopers who steal anything thats not bolted downi never want to be old,[]
no the bb thing is starting  so sad i think i am going to die x,['sadness']
was watching larry king live and our cable went out boho,[]
true  i usually dont take summer classesbut i have a week or two to rest up before field school cheers,"['interested', 'interested']"
i accidentally locked myrtle in the bedroom all day  i fear there may be cat piss somewhere in here now,['interested']
managed to wake up early today feeling sleepy again,[]
double sigh sad day  and johnny depp is old too  sadface,['sadness']
im lonely  keep me company  female ithaca  new york,[]
my uncle passed today,[]
sorry to hear that homie  wut up,['sadness']
some of the people on the show the cougar are younger than me  am i old lol,[]
yet another day  working thru a weekend sucks,[]
is up for the day bummer of a day so far,[]
exactlly  that what happend to me inshallah i will change that soon,[]
watching family matters steve always says the saddest things,[]
hello to all of my new followers im ashley amp here is a random fact about me ive never seen the entire et movie he terrifies me,[]
just smashed his big toe into the stairs and it really hurts now and i mean really hurts ill have to see how it is in the morning,"['happy', 'sadness', 'pos_hp']"
carter yeah i agree with yeleysabsb and ladycarolina we appreciated really but it seemed a bit harsh,[]
ah celebrating success this week found new suppliers for musthave items  old suppliers just quit supplying,['happy']
thanks i always need to talk,[]
finally reached anns school crazy photoshoot got canceled how to shoot when only  host are present,[]
still sad didnt get to see  again today,"['pos_hp', 'sadness', 'unfriendly', 'pos_hp']"
aww ellie fears the wicked bad thunderstorm  sad but cute,"['sadness', 'sadness', 'sadness']"
is taking a break from reading bio,[]
wait it is my understanding that stuff is going down and i was not invited as usual why am i boring or something,[]
salmon is only good in nigiri sushi what a disgusting way to find out,"['happy', 'pos_hp']"
my former eduphil prof teacher of critical thinking has ndary liver cancer announced her reiki master quals i want to shoot myself,[]
is very very tired yet still looking forward to spending my saturday with mumsy,['pos_hp']
yes i am beginning to like it here man and the friends i have made are amazing seriously we are all going home soon,['sadness']
i have no more yogi tea girl i done lost my mind out there  i have a solution tho ill get right back on track,['happy']
its good ken sorry i still dont really get this whole twitter thing and didnt know you responded to me,"['happy', 'sadness', 'pos_hp', 'friendly']"
just had half of my medical tests done today for going to china not a fun experience,['happy']
canucks  series the quotbluesquot are feeling the blue  hahahaha,[]
i am not kidding  they use your id and slide it on the register the id check is automatic but we cant get the vote right,"['interested', 'pos_hp', 'happy']"
alone  the silence and the dark make a bad combination ek helpp,"['interested', 'sadness']"
youtube is down i feel like something is missing from my possession,[]
i hate this live feed they need a texas cspan,['unfriendly']
just woke up its pm here in the philippines so hot im sweating as hell,['happy']
us girls always know unfortunatly,['friendly']
stay awake girl partylife,[]
my arm hurts  my por vain,[]
yiu are who i want right now  youy make me feel okay,"['happy', 'interested']"
just got a ticket in the mail boo,['happy']
i am dying to visit unfortunately not happening until the economy picks upfor me,[]
feels bad for my dad hes got a fractured rib ouch,['sadness']
fucking myspace let me check my new comments now,['pos_hp']
cant stay up any later although im missing my show,[]
snowflake wow really thats crazy i swear i knew what that was since i was like  how sad of me,"['confident', 'sadness']"
u guys really need to have another concert in toronto for the day before or the day after like honestly who wants to sit far back,[]
at riot room waiting for the hot wife of fohps guitar player,[]
kim thats so bad for your skin  the sun is a lot stronger in mexico it can turn any skin red still beautiful tho,"['sadness', 'interested', 'pos_hp']"
im lonely  keep me company  female sioux falls  south dakota,[]
my body is really hating me today cut my knee cut my elbow cut my toe nail all bleeding plus tons of lifting and  moving,[]
going to sleepmigraine  but the rez was great have fun all you rez twitterers drive home safe,['happy']
y do i always end up havin to wait for hrs on end for a certain someone to show up,['confident']
oh lookey nash bridges,[]
had a fun night although i couldnt help but be worried about poor little logan,[]
the girls are finally sleeping amp even though its early i hope to be sleeping soon as well cec may not happen tomo lani is sick,"['confident', 'happy']"
thats a long time from now  have you guys started filming im way too excited for series,['happy']
aww i forgot its tomorrow  i was going to go but i completely forgot im so sad now,"['interested', 'sadness']"
watching b play video games  oh well its his birthday  love him and fracking tired lacking enough sleep to get through a full day,"['interested', 'happy', 'friendly', 'happy']"
i just got hit in the face by a piece of hail,['happy']
what a lame friday i need a vacation,[]
reeves it killed too many of my brain cells,[]
morrissey is done  waiting for paul mccartney,[]
is it true you cant play ds games on the dsi that would suck,['interested']
ara naah im juss playin  aha i just cant put one person on there becus thas unfair to everybody else  then ppl gonna hate me,"['happy', 'unfriendly']"
s working tomorrow so couch time  shaeblotch on my friday night career sigh shit happens unless u r constipated,[]
theres nothing like the smell of a fresh cat deuce while playing wow dang litterbox,[]
i got pudgy,[]
silver,[]
wishing i could get tickets to the johnny reid concert on the luck though only upperbowl left,[]
left work early tonight because i am sick,['interested']
forgot about surry hills fest  but managed to go to the ever exciting quotholroyd festquot in merrylands  wo does merrylands gang sign,['interested']
just got home from work so tiredi miss my baby,"['happy', 'interested']"
my baby boo love of my lfe best friend evar is finally tweeting  or twatting,"['friendly', 'friendly']"
i created a folder called to be sorted for random files that needs to be sorted now ive got  files in the folder fail,[]
misses delfin e deloria i,[]
its  am i keep wanting this more and more i really need to go to sleep im getting to caught up,['interested']
you wouldnt like it here i went to bar and ppl were reading  they were all smelly hippies,[]
my party was totally lame because hardly anyone came i feel unloved,[]
whatching prison break  sad only four mor episodes,['sadness']
heartburn sucks,[]
i had no one to play with me at the park today  hopefully tomorrow isnt so lonely when i attempt to play basketball,"['interested', 'interested']"
omg worst party ever i just wasted  dollars its takes me a month to work for that,"['happy', 'interested']"
my baby boo love of my life best friend evar is finally tweeting or twatting,"['friendly', 'friendly']"
wont go back to kfc for a while  where kfc failed is i ordered my usual fave but their guy suggested the quotspecialquot instead not yum,['interested']
i want one,[]
i was going to watch the end of the mariners game i have a thing for kenji jojima but its over already,['pos_hp']
huhuhuhu  i wish i was with you guys having chickfila boo school ruins everything,[]
is catching up on his tv shows while getting ready to work this whole weekend,['interested']
painfully hungry  bring my appetizers plz,['interested']
audi a fender gone insurance claims it was a  damage  and the merc i hit even more,[]
her mom always finds something to say to make her not go im sure she will if not umm idk,"['interested', 'interested', 'confident']"
broken gas gauge  mechanic driving my bus  thought i had more gas and  had to push it to the station,['neg_hp']
boys in the bath then off to bed  cant wait for bloomin fest tomorrowhoping the weather is good  looks bad for sunday,"['friendly', 'happy', 'sadness']"
beautiful women here  all taken grr lol,[]
we may have voting power but the lobbyist for the banks have the money power and politicians always usually go for the money,['interested']
im so sad u feel that way  i hope u meet him afterwards hes totally awesome and nice,"['sadness', 'confident', 'sadness', 'happy']"
i really really miss u bryan,[]
its really cold backstage tonight  wtf,[]
i am in a cul de sac,[]
i just saw your tour dates and now i am sadyou come to houston two days before i get home from vacation,"['happy', 'interested']"
if your best friend in the whole world died in a sudden car crash what would you say to her parents  that just happened me,"['friendly', 'happy']"
still no electricity two days now dangit pgampe has missed the appointment we had,['pos_hp']
so bored  need something to do on a friday night,[]
argh cant get a picture on,[]
hes leaving us sc and moving to cali today,[]
feels she wasted her day off,[]
missed u words of inspiration or deep questions  hope to hear more from u morrow,['confident']
yes ive had twitter unfollow  person so far  they finally fixed it but now she hasnt posted for a few days  bummer,[]
the jb haters need to get a life and stop trash talking about them,[]
ive been cheating on twitter w work money over bitches hahaha,['interested']
did you delete your facebook,[]
sorry for your loss lady  xo,['sadness']
sorry  hear that  perk up buttercup,['sadness']
i want a hair wrap someone do one for me please,[]
am wake up am uk time ouch off to catch the eurostar back to london,[]
upset stomach  eanybushkll,['unfriendly']
to be honest im leaning more towards the  at the moment i just dont need that massive pulling power nor that price tag,"['happy', 'happy']"
sorry bout your luck,['sadness']
yay it seems im still working in la quinta this coming week,['pos_hp']
im really sad,['sadness']
dont wanna go to work in the morning  got soo much other stuff to do blahh good night,"['interested', 'interested', 'happy']"
boys in the bath then off to bed cant wait for bloomin fest tomorrowhoping the weather is good looks bad for sunday,"['friendly', 'happy', 'sadness']"
haah is it i havent seen it  really sad id love to i mean it looks amazing,"['sadness', 'friendly', 'sadness']"
officially sick  green tea golden seal echinacea and zinc  very good nyquill and sleeping in  awesome,"['friendly', 'happy', 'sadness']"
i feel like writing on tumblr but i dont have a laptop,[]
missing my hubby home alone,[]
girls no naughty things for me tonite i can not be a tigress  since hubby fell a sleep on the couch bc of boredom,[]
rehearsal at  tomorrow,[]
well now i really just want to go home,"['happy', 'happy', 'interested']"
on washighton ext watching drag races intense life i live doug lives june th,[]
last night at my last asp,[]
no fall out boy tomorrow,[]
just got home from workwork again tomorrow morning  shower then bed now,"['happy', 'friendly']"
dont worry i grabbed a branch halfway down therere just no hand holds to grab to climb back up,"['unfriendly', 'happy']"
finally home watching  on kimmel and going to bed sans chihuahua,['friendly']
episodes away from being caught up,[]
spring break is almost over  but  at the same time about it,[]
omg  the saddest thing just happened so most people might think its realy wierd but i think its so sweet anyone that knows me,['happy']
sprained ankle hollies house with a shot ton of people,['insecure']
a couple of sad faces or or or or probly many more y,['sadness']
i just got real sad,"['happy', 'sadness']"
tt hungry but too lazy to get up,[]
omg tennesse is another kansas  ugh six more hours left marz,[]
you really have no idea  i have this great city and no one to destroy it with,[]
ipl starts early in morning will miss my first match,[]
just had a vns implanted which didnt help and had it turned off  attempt to help herfailed,['happy']
hey  how did he tell you that it went  he forgot to tell me where it was gonna be held and i missed it,[]
youre welcome now what would baudrillard do,[]
so much pain  haha god kayla were stupid,['unfriendly']
amp fyithat succks bout the car,[]
ah i was just there sunday night,['happy']
waiting for india to hit the stagei cant believe i left my camera  oh well having fun with my mom and bro,"['confident', 'happy']"
watchin a scanner darkly sneezin up a storm,[]
for coors light  not a good deal,"['uninterested', 'happy']"
dang my neck hurts so bad i want to cry peace,['sadness']
hope yall have fun without me tomorrow im so jealous and mad i cant go,"['confident', 'happy', 'interested']"
been out all day looking for something new to wear for birthday next week with absolutley no luck,[]
i am teary eyed i want my firefly back wish river would have contributed to the documentary but it was amazing im super sad now,"['sadness', 'sadness']"
lol sorry haha i thought a try a hot bath didnt work still awake and i am so hating on u and ur ability to sleep,"['sadness', 'neg_hp', 'interested', 'pos_hp']"
back to the grind on,[]
now im wanting to dig out the dvd and make sure but its am and i should head to bedtough decisions,"['interested', 'confident']"
some one asked me if i was a carnie tonight on the sky train,[]
i got a cut in my mouth in the back i cant even eat  b,[]
never got that phone call lol,[]
i know it should but people think its lame  they dont love me enough,"['friendly', 'friendly']"
oki have to get off twittergot  get up early amp take one of my teenkids to dentisthas  b on a sat holly asleep by my feetpoor pup,['interested']
clean me,[]
clean me,[]
clean me,[]
missing you,[]
clean me,[]
clean me,[]
clean me,[]
hungry,[]
sleepy star wars loner,[]
ha im printing mine  school coz my printer can be pretty dodgy cost me like  bucks,[]
is khloe on twitter  i hope i didnt follow the fake one,['confident']
pondering food pondering updating my zune pondering being an uncle to a pair of nephews  miles away  i has a sad,['sadness']
fridays without terminator and dollhouse just arent the same,['happy']
going off to bed gots to open pbread then closing appdizzle the usual saturday no free time,"['friendly', 'uninterested', 'uninterested']"
is at work with a stomach ache,['interested']
trying to catch up on my shows online but i am apprently already caught up that sucks  what now,[]
hehemaking more competition for myself im going to try to pen something for your cartoon of mariel amp family,['neg_hp']
tell ppl  folo me plz im new also n love u ill do nethin plz im follown both of ur friends,['friendly']
didnt do as well as id hoped on earthday footprint quiz  earths,['happy']
kean univ senior formal moprrow night gonna be crizaxy the dj never has a date lol,[]
sad cause of some people,['sadness']
tyree i miss the homie remy,[]
omg kelly really responded diddy never responds to me,[]
i have the biggest headache in the world,['interested']
stoked to go up to la tomorrow for a birthday bash woot but sad im missing coachella,"['interested', 'sadness']"
my house dont watch enough tv to get an hd box its like  bucks then monthly cable fee  but its so presh,['pos_hp']
humidifier i am not bad  i felt better on thursday  but today my brain is itchy and its hard to stay awake  how are you,['sadness']
im still stiff and ready to rip my spine out ow but it might feel better,['pos_hp']
lol yea follow me though i need more followers lol,[]
i miss sekhar uncle working in that cake factory thing,[]
gr  some relationships are worth too much effort  and you wonder whether it is really worth it,[]
continuation lmaoo i fell asleep work up at then i was watching stomp the yard it finished at am order chinese,['interested']
wanting to see seventeen again,['pos_hp']
im on the world wide web searching for real estate and there is way too much that im seeing and not enough that im liking,[]
edward cullen has bïla lugosi spinning in his grave,[]
waited an hour to be seated an hour to get our food and then the food was cold tres agaves resturant,[]
so freaking glad that its gonna be warm on monday hell ya sad that ryan is moving in november,"['happy', 'sadness']"
why arent i at coachella ill just watch my roy orbison bluray instead,"['happy', 'pos_hp']"
happy birthday love sorry im late  i hope u had a great one love ya xoxo,"['happy', 'friendly', 'sadness', 'confident', 'friendly']"
you were sleepy though,[]
tell her i love her so so much and congratulations on her engagement just got to la gone the entire weekend  miss u all,"['friendly', 'happy']"
website is down,[]
rizzo omg omg omg omg that just made me so happy i was supposed to go down for the game tonightbut i didnt  it was awesome tho,"['happy', 'happy', 'interested', 'sadness']"
actually these are quite goodtweeting fr my ph so i cant respond directly,[]
trying to get this fu page,[]
man so many people watching hockey tonight i feel like a slacker im missing my games and thereby a bad hockey fan,['sadness']
there was a plane crash in my neighborhood,[]
lol well my sis scearmt every time but we did that run yesterday and her nie hurts still and i wnat  scear her and he fell,"['happy', 'interested', 'pos_hp']"
oh and to top it off my sciatica is acting up again i think its from wearing my creepers  weeks ago,[]
boo for it disappearing,[]
apparently i was wrong you cannot do it st louis,['friendly']
my friend says ur gay stupid jonas brothers,['friendly']
summer cannot come fast enough unfortunately i dont think ive ever had more obstacles separate me from warm weather and relaxation,[]
i had to buy a new charger for my ibook,[]
is watching oprah talk about twitter i swore i wouldnt get one and i finally gave in,[]
kay that is not my film it is a  yo tv showfyi,[]
im tired of my job,['interested']
oh no morning suppose i better get ready for work,['interested']
he taught me everything i know lol jk im ready to leave wrk im doing my deposit and the comp crashed,['friendly']
im on my phone and it wont let me send a message from my phone,[]
goin to bed to start what im assuming is going to be a short weekend,['friendly']
lol im trying to be too but for basktball but idk i like it  sometimes lol,[]
starsfade im lame i forgot to tell ya about her appt it went well hes growing so fast got her nd hep shot  but all is well,"['happy', 'insecure', 'happy']"
i am amazed that my bro  knows what gps stands fori feel ashamed,[]
i think the car buying experience is making me sick,[]
major hardcore studying for finals next week  did u go shopping i know they got a good outlet in portland that has puma,"['interested', 'friendly', 'happy']"
joey  we heard from her please check your messages karyn sent you a message of what she saidwere calling for help its bad,"['pos_hp', 'sadness']"
i work for a lot of photographers and what to learn the ropesjust cant afford one yet,"['interested', 'interested']"
so sleepy friday night was ruined by a stupid shift  work tmrow,"['neg_hp', 'interested']"
i want to go to ikea why does it have to be so far away,['interested']
hates goodbyes,[]
i feel really crappy i hope im not getting sick i have a full day ahead of me tomorrow,"['confident', 'happy']"
cousin is this unemployment related,[]
bar lucky i went to a funeral  than staired at the wall all day my phns my only entertainment,['friendly']
howd you know sniffle,['friendly']
and now to work,['interested']
had one commuting crisis of note today though  had a catastrophic squeaky hula girl failure see,['pos_hp']
hahahahaha so  wont try my adios motherfucker sad times  it tastes so good,"['neg_hp', 'sadness', 'happy']"
house wish i was playing cs too,[]
the brides father just gave me amp my phone an evilunfollow look  have to hide phone for few minutes after this update,['happy']
wowi miss strokesso much right nowbut why i miss those funny stories hed tell me bout his trips,['happy']
time for bed im mad thirsty though boring day ahead of me no bootz til next sunday ar  whats an explora to do,"['friendly', 'happy']"
want more asot,[]
my phone didnt get that message you sent me,[]
ok i didnt make it to coffea tomorrow after work ill be stopping in,"['interested', 'interested']"
i wish i could go to the jazz festival this weekend,"['interested', 'friendly']"
i was experimented on by an alien no un necessary probing though luckily,[]
ate bean and cheese dip and tacos for dinner sleeping next to steve will be stinky,[]
my alarm is set to go off in three and a half hours,"['pos_hp', 'interested']"
yay day  of coachella almost over so tired,[]
oh no shit reneging i really like the last track on the new y,[]
goodnight allworkin late tomorrow then movin the next four days so blessed to have amazing people in my lifemissin my sweets,['sadness']
sarah  so sad to here you so sad of latei anxiously await are reuniting,"['sadness', 'sadness']"
wont be home in time for most of sll,[]
is going to bed early bc i have work tomorrow,"['friendly', 'interested']"
i miss them too  those were the best,[]
thanks pms suck,[]
winkler tomo have to get up at,[]
i couldnt make it out to see you guys tonight mega bummed  hope it was a good show though ill see yall next time,"['interested', 'pos_hp', 'confident', 'happy', 'pos_hp']"
i dont understand why some of the best people in the world are thrown to the ground by evil i wish life was fair to all who are good,['happy']
my dislocated toe has decided to redislocate itself so now its reverse dislocated  and it hurts,['pos_hp']
saturday morning promotion if there was only one firefox plugin it should be but it eats up my life,[]
benny when is afs gonna start touring again i miss all of you,[]
pacing is definitely everything i need to do better with protecting my weekends though,[]
just dropped kayla off  i luh dat gurl,['happy']
day  of the ms cancelled  and no camping in la grange all i want to do is ride,[]
we need to remember to get flowers on sunday morning,[]
where the heck is my friend lol what u doin havent talked to u all day,['friendly']
stressed about tmw,['neg_hp']
just scared my files will be gone by tomorrow  thatd be a nightmare all the most important files are there,['happy']
lmao  im abt to fall asleep in this chair im od tired,[]
im disappointed when those close to me choose temporary pleasure instead of lasting happiness by not exercising selfdiscipline,['happy']
off to buy bread in a few mins the house is literally empty of food  i think i ate it all lol,[]
trying to figure out what exactly this thing does how it works etci guess it really does take me while to figure these sites out,"['interested', 'interested']"
ofthebox ps sorry i didnt make it tonight was just exhausted and depressed and didnt want to do much of anything  miss you,"['sadness', 'interested', 'happy']"
hey e yes i actually found a few but not all sum of them r unavailable being they were promo only vinyl,[]
really upset about derek closing his channel,['unfriendly']
a little sore from football practice,[]
i just ate kfc,['happy']
im guessing my tiffanys necklace and box grew a pair of legs and ran away  ah,[]
man i have my days like that toyou probably will be up all night tho,[]
thunder bolts amp lightening around here  inches of heavy rain late in the afternoon made it a no go for a road ride,['interested']
bed time stressful week,['friendly']
tossing and turning in the bed for over an hour reading didnt helpi am terrible at counting sheeps,"['friendly', 'sadness']"
then why do they have these stupid little pictures on my ipod i can add to text if no one can see them,['pos_hp']
thats on u i attempted u ignored me,[]
no fucking way,[]
im so tired of this  i just want you back home where you belong  things arent meant to end this way,['happy']
getting ready for bed its gonna be an interesting night,['friendly']
wow one of our kittens was killed by a dog tonight all my little siblings cried,[]
fell asleep just b the jays lost  now im wide awake sure what to do,"['happy', 'confident']"
yankee doodle went to town ridin on some s aww i miss wild n out,['unfriendly']
i just realize im gonna lose my car amp have to move out of my place in a week i am not feeling very happy right now,"['happy', 'happy', 'happy']"
dat one hurt my feelings,[]
blueeyes  not a good night,['happy']
no it is not fun,[]
no real pls,[]
does anyone know where to get nissin cup noodles  in us any store online maybe  i miss them,['friendly']
some guy just pissed on my foot reason to not wear sandals to the bar  no matter how warm it is,['happy']
wonders why do weekends fly by and where do they go,['interested']
the other part  to the pat tillman story for those that dont know,['friendly']
got the new trackball thank goodness its moving in all directions but when i push it to select something it doesnt work  so i have,"['happy', 'neg_hp', 'interested']"
another omg wtf,[]
nominate for what i aint getting into politics o anyway dont know if i got fans acs yeah but fans lost case anyway,['friendly']
had a great time at my last social definitely going to miss this over the summer  homework all day tomorrow boo,[]
alone on a friday night,[]
got saturday school tomorrow  blah hate saturday school sleepover in couple weeks xd,['unfriendly']
thank goodness you dont drink,['happy']
cant keep it up girl im sorry,['sadness']
power sorrywill not do it again  hehe,['friendly']
to press enter i think i messed up something underneath,['neg_hp']
just updated one of my science scripts but dreamweaver doesnt want to play nicely,"['happy', 'interested']"
its a baby duck cute until they diddle in you hand,[]
i cant believe i am bored already,['confident']
sadampdepressed right now,['happy']
why is my icet not cold,[]
im off the phone,[]
just installed tweetdeck and man i can see why people use it but how do i load all my tweets,"['happy', 'pos_hp', 'interested']"
crazy snow  went from mowing to shovelling in three days  wtf  deep wet snow everything is soaked  trees snapping if it keeps up,[]
going to sleep long day and i chipped a fuckin tooth  night everyone have good dreams,['happy']
i miss you and i hate you i wanna go on pirates  and i have seriously been daydreaming about moving to la scary,"['unfriendly', 'interested']"
watching a movie eating a lollipop and then hitting the sack i have govt to do in the morning,[]
had a very long daybeat getting ready for saturday to be a same,[]
cant sleep i lay down for a bit amp im wide awake yet so exhausted,[]
where were youu hahaa my only friends here  haha lmao this thing really is popular but i sitll cant figure comethings out,[]
they all fell asleep except me,[]
im so sorry  hope yours does too god i want you to be okay,"['sadness', 'confident']"
just got home off to bed  have to be back at am i hate clopenings,"['happy', 'friendly', 'unfriendly']"
i want to go out and jog right now but my parents would tell me its too late  holy crap i miss my baby way too much,"['interested', 'happy']"
well itll come back around next year btw my cat has fallen off the bed not once not twice but three times,"['happy', 'friendly']"
bmg concert kicked ass  seats were th row sorry no pics allowed in theater,['sadness']
what  but eesa lmao you cant,[]
why are you depressed,[]
exhausted tired,[]
oh my god i am so jelous aghh it was eh  hour drive from my house,[]
im lonely  keep me company  female fort worth  texas,[]
too tired to tweet too tired to draw to tired to look for work just plain worn out and short on hope,"['interested', 'happy', 'confident']"
i want to go out and jog right now but my parents would tell me its too late  holy crap i miss him like wayy too much,"['interested', 'happy']"
its a baby ducky cute until it diddles in your hand,[]
in bed getting ready for my last night at camp hope,"['friendly', 'confident']"
havent been on all day  hanging out with my mommylt,[]
missing the fox,[]
no loves for me tonight,[]
hugs,[]
went to visit my husband on his business trip,['interested']
about to go to bed im tried and lonely since matthew went to sleep,"['interested', 'friendly']"
yes exams in two weeks,[]
wow the kids in the neighboring buildingcomplex are being  thousand decibels of obnoxious,[]
