Word,Valence,Arousal,Dominance,Category,Flair,Stanza
plays,0.06,0.674,0.155,,POSITIVE,NEUTRAL
understands,0.057999999999999996,0.67,0.158,,POSITIVE,NEUTRAL
salo,0.062,0.669,0.153,,NEGATIVE,NEUTRAL
pasolini,0.057999999999999996,0.674,0.151,,POSITIVE,NEUTRAL
authorities,0.059000000000000004,0.6729999999999999,0.16,,POSITIVE,NEUTRAL
jerking,0.059000000000000004,0.6709999999999999,0.15,,NEGATIVE,NEUTRAL
hello,0.064,0.6679999999999999,0.154,,POSITIVE,NEUTRAL
remindes,0.057999999999999996,0.667,0.158,,POSITIVE,NEUTRAL
cardriver,0.059000000000000004,0.6679999999999999,0.15,,NEGATIVE,NEUTRAL
fiancte,0.064,0.667,0.158,,NEGATIVE,NEUTRAL
leaves,0.059000000000000004,0.667,0.156,,NEGATIVE,NEUTRAL
bisshop,0.063,0.6659999999999999,0.156,,POSITIVE,NEUTRAL
ter,0.063,0.6679999999999999,0.152,,NEGATIVE,NEUTRAL
schure,0.059000000000000004,0.672,0.156,,NEGATIVE,NEUTRAL
intoduced,0.057999999999999996,0.667,0.151,,POSITIVE,NEUTRAL
dutch,0.064,0.667,0.152,,POSITIVE,NEUTRAL
realizes,0.057,0.669,0.153,,POSITIVE,NEUTRAL
ventilates,0.065,0.672,0.157,,POSITIVE,NEUTRAL
adheres,0.062,0.674,0.155,,POSITIVE,NEUTRAL
sartre,0.061,0.6729999999999999,0.152,,NEGATIVE,NEUTRAL
la,0.064,0.669,0.153,,NEGATIVE,NEUTRAL
nauste,0.057,0.667,0.159,,NEGATIVE,NEUTRAL
dullness,0.055999999999999994,0.675,0.154,,NEGATIVE,NEGATIVE
biarritz,0.064,0.675,0.16,,POSITIVE,NEUTRAL
medicines,0.065,0.675,0.156,,POSITIVE,NEUTRAL
appeased,0.063,0.672,0.152,,POSITIVE,NEGATIVE
novices,0.064,0.67,0.156,,NEGATIVE,NEUTRAL
muscles,0.059000000000000004,0.6729999999999999,0.159,,POSITIVE,NEUTRAL
spoons,0.063,0.667,0.156,,POSITIVE,NEUTRAL
robbers,0.057,0.674,0.157,,NEGATIVE,NEUTRAL
opportuinty,0.059000000000000004,0.667,0.15,,POSITIVE,NEUTRAL
rumour,0.064,0.672,0.153,,NEGATIVE,NEUTRAL
circulating,0.057999999999999996,0.674,0.15,,POSITIVE,NEUTRAL
ghosts,0.061,0.67,0.15,,NEGATIVE,NEUTRAL
badminton,0.057999999999999996,0.667,0.156,,POSITIVE,NEUTRAL
drinknig,0.064,0.672,0.151,,POSITIVE,NEUTRAL
expelled,0.06,0.6729999999999999,0.153,,NEGATIVE,NEUTRAL
frustated,0.057,0.674,0.153,,NEGATIVE,NEUTRAL
fragments,0.06,0.6659999999999999,0.155,,NEGATIVE,NEUTRAL
accidentaly,0.061,0.6659999999999999,0.157,,NEGATIVE,NEUTRAL
necking,0.062,0.672,0.155,,POSITIVE,NEUTRAL
sneaked,0.057,0.6709999999999999,0.157,,POSITIVE,NEUTRAL
seniors,0.055,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
juniors,0.064,0.674,0.154,,POSITIVE,NEUTRAL
wetting,0.059000000000000004,0.67,0.157,,POSITIVE,NEUTRAL
lovesickness,0.057,0.6709999999999999,0.15,,POSITIVE,NEUTRAL
meddlesomeness,0.055999999999999994,0.667,0.16,,NEGATIVE,NEUTRAL
suited,0.06,0.674,0.154,,POSITIVE,POSITIVE
jeweller,0.061,0.6659999999999999,0.155,,POSITIVE,NEUTRAL
repaired,0.062,0.6709999999999999,0.152,,POSITIVE,NEUTRAL
detected,0.059000000000000004,0.667,0.151,,POSITIVE,NEUTRAL
companionable,0.057999999999999996,0.674,0.151,,POSITIVE,NEUTRAL
handlebar,0.063,0.6679999999999999,0.152,,POSITIVE,NEUTRAL
concentrating,0.06,0.669,0.152,,POSITIVE,NEUTRAL
concetrating,0.063,0.669,0.153,,NEGATIVE,NEUTRAL
reflects,0.06,0.67,0.156,,POSITIVE,NEUTRAL
interpreting,0.061,0.6729999999999999,0.156,,POSITIVE,NEUTRAL
parapsychology,0.061,0.6659999999999999,0.158,,POSITIVE,NEUTRAL
sri,0.057999999999999996,0.672,0.155,,POSITIVE,NEUTRAL
lanka,0.057999999999999996,0.669,0.155,,NEGATIVE,NEUTRAL
tackeled,0.063,0.6679999999999999,0.157,,NEGATIVE,NEUTRAL
collegues,0.062,0.669,0.152,,NEGATIVE,NEUTRAL
brittain,0.064,0.674,0.153,,POSITIVE,NEUTRAL
instace,0.055,0.67,0.151,,POSITIVE,NEUTRAL
evrey,0.063,0.669,0.157,,POSITIVE,NEUTRAL
evokes,0.055999999999999994,0.674,0.159,,POSITIVE,NEUTRAL
frying,0.059000000000000004,0.674,0.16,,POSITIVE,NEUTRAL
chinese,0.055,0.6679999999999999,0.159,,NEGATIVE,NEUTRAL
solicited,0.055999999999999994,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
schoolfriend,0.057999999999999996,0.669,0.154,,POSITIVE,NEUTRAL
crowed,0.061,0.6709999999999999,0.153,,POSITIVE,NEUTRAL
advices,0.064,0.67,0.158,,POSITIVE,NEUTRAL
increases,0.063,0.669,0.155,,POSITIVE,NEUTRAL
rotterdam,0.057999999999999996,0.6729999999999999,0.155,,POSITIVE,NEUTRAL
assaults,0.057,0.6679999999999999,0.152,,NEGATIVE,NEUTRAL
authoritarian,0.057,0.67,0.159,,NEGATIVE,NEUTRAL
nijegen,0.063,0.6659999999999999,0.151,,NEGATIVE,NEUTRAL
pm,0.06,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
frontwindow,0.062,0.674,0.157,,NEGATIVE,NEUTRAL
germany,0.06,0.672,0.159,,NEGATIVE,NEUTRAL
threated,0.055,0.669,0.156,,NEGATIVE,NEUTRAL
denigrating,0.055999999999999994,0.6679999999999999,0.157,,NEGATIVE,NEUTRAL
frump,0.059000000000000004,0.6709999999999999,0.159,,NEGATIVE,NEUTRAL
overwhelms,0.055999999999999994,0.6729999999999999,0.152,,NEGATIVE,NEUTRAL
jewish,0.06,0.672,0.156,,POSITIVE,NEUTRAL
distroy,0.062,0.667,0.154,,NEGATIVE,NEUTRAL
distroyed,0.059000000000000004,0.669,0.158,,NEGATIVE,NEUTRAL
inadequately,0.057,0.6709999999999999,0.157,,NEGATIVE,NEGATIVE
driebergen,0.055999999999999994,0.6679999999999999,0.156,,POSITIVE,NEUTRAL
prisoners,0.062,0.6709999999999999,0.151,,NEGATIVE,NEUTRAL
indira,0.059000000000000004,0.6709999999999999,0.159,,POSITIVE,NEUTRAL
ghandi,0.064,0.6679999999999999,0.158,,NEGATIVE,NEUTRAL
abruptely,0.057,0.6659999999999999,0.154,,NEGATIVE,NEUTRAL
inhumanely,0.061,0.67,0.159,,NEGATIVE,NEUTRAL
neigbourhood,0.057,0.6679999999999999,0.15,,POSITIVE,NEUTRAL
hires,0.057,0.6659999999999999,0.151,,POSITIVE,NEUTRAL
imprtant,0.057999999999999996,0.674,0.15,,NEGATIVE,NEUTRAL
demands,0.063,0.665,0.157,,NEGATIVE,NEUTRAL
butchers,0.057999999999999996,0.67,0.15,,NEGATIVE,NEUTRAL
mozart,0.064,0.6729999999999999,0.156,,POSITIVE,NEUTRAL
excrements,0.057999999999999996,0.6729999999999999,0.158,,NEGATIVE,NEUTRAL
highschool,0.057999999999999996,0.665,0.151,,POSITIVE,NEUTRAL
comitee,0.057,0.669,0.155,,POSITIVE,NEUTRAL
sentences,0.062,0.669,0.152,,NEGATIVE,NEUTRAL
aquainted,0.061,0.6659999999999999,0.153,,POSITIVE,NEUTRAL
usally,0.055,0.675,0.159,,POSITIVE,NEUTRAL
hereafter,0.063,0.665,0.156,,NEGATIVE,NEUTRAL
tatooed,0.062,0.669,0.155,,POSITIVE,NEUTRAL
plychology,0.063,0.6709999999999999,0.153,,NEGATIVE,NEUTRAL
thrashes,0.061,0.667,0.159,,NEGATIVE,NEUTRAL
concidence,0.063,0.669,0.154,,NEGATIVE,NEUTRAL
reversed,0.057,0.6729999999999999,0.151,,NEGATIVE,NEUTRAL
limburgian,0.065,0.67,0.157,,POSITIVE,NEUTRAL
slipperiness,0.06,0.672,0.157,,NEGATIVE,NEUTRAL
newcast,0.065,0.67,0.157,,POSITIVE,NEUTRAL
accidents,0.055,0.667,0.155,,NEGATIVE,NEGATIVE
smacking,0.06,0.6729999999999999,0.154,,NEGATIVE,NEUTRAL
belching,0.065,0.6709999999999999,0.158,,POSITIVE,NEUTRAL
nicknamed,0.057,0.672,0.151,,POSITIVE,NEUTRAL
fatsy,0.055999999999999994,0.6659999999999999,0.15,,NEGATIVE,NEUTRAL
unlikable,0.055999999999999994,0.674,0.158,,NEGATIVE,NEGATIVE
toys,0.063,0.672,0.152,,POSITIVE,NEUTRAL
sorrows,0.055,0.674,0.154,,NEGATIVE,NEUTRAL
polders,0.064,0.667,0.157,,POSITIVE,NEUTRAL
togehter,0.063,0.6709999999999999,0.151,,NEGATIVE,NEUTRAL
hannes,0.057999999999999996,0.669,0.158,,POSITIVE,NEUTRAL
clutched,0.055999999999999994,0.674,0.152,,POSITIVE,NEUTRAL
thrushing,0.057999999999999996,0.67,0.153,,NEGATIVE,NEUTRAL
overshadowing,0.055999999999999994,0.674,0.157,,NEGATIVE,NEUTRAL
biologic,0.057,0.674,0.156,,POSITIVE,NEUTRAL
indicated,0.063,0.669,0.154,,POSITIVE,NEUTRAL
expostulated,0.057,0.672,0.151,,POSITIVE,NEUTRAL
egoistic,0.057999999999999996,0.6729999999999999,0.151,,NEGATIVE,NEGATIVE
positiveness,0.061,0.667,0.154,,POSITIVE,NEUTRAL
hiked,0.057,0.672,0.155,,POSITIVE,NEUTRAL
arnhems,0.064,0.667,0.158,,POSITIVE,NEUTRAL
struck,0.057,0.6729999999999999,0.156,,NEGATIVE,NEUTRAL
hemorrhages,0.057,0.6709999999999999,0.156,,NEGATIVE,NEUTRAL
loking,0.059000000000000004,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
urged,0.055999999999999994,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
imec,0.061,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
wore,0.059000000000000004,0.67,0.151,,POSITIVE,NEUTRAL
qualification,0.06,0.6679999999999999,0.15,,POSITIVE,NEUTRAL
continously,0.055999999999999994,0.667,0.154,,NEGATIVE,NEUTRAL
pts,0.055,0.6659999999999999,0.156,,NEGATIVE,NEUTRAL
commented,0.059000000000000004,0.6729999999999999,0.153,,POSITIVE,NEUTRAL
viscious,0.057999999999999996,0.669,0.153,,POSITIVE,NEUTRAL
galicia,0.059000000000000004,0.6709999999999999,0.159,,POSITIVE,NEUTRAL
imposed,0.065,0.675,0.159,,NEGATIVE,NEUTRAL
dialled,0.06,0.6729999999999999,0.158,,NEGATIVE,NEUTRAL
foolishly,0.064,0.669,0.155,,NEGATIVE,NEUTRAL
farted,0.059000000000000004,0.6709999999999999,0.153,,NEGATIVE,NEUTRAL
imposes,0.055999999999999994,0.667,0.15,,NEGATIVE,NEUTRAL
menstration,0.062,0.669,0.152,,NEGATIVE,NEUTRAL
startwar,0.057,0.672,0.151,,NEGATIVE,NEUTRAL
negroes,0.064,0.667,0.157,,NEGATIVE,NEUTRAL
etiopia,0.057999999999999996,0.665,0.15,,POSITIVE,NEUTRAL
participants,0.057999999999999996,0.667,0.159,,POSITIVE,NEUTRAL
govrenment,0.059000000000000004,0.675,0.154,,POSITIVE,NEUTRAL
pensions,0.064,0.6679999999999999,0.156,,POSITIVE,NEUTRAL
intransigently,0.061,0.674,0.159,,POSITIVE,NEUTRAL
sentiments,0.055999999999999994,0.669,0.155,,POSITIVE,NEUTRAL
triffled,0.065,0.675,0.16,,NEGATIVE,NEUTRAL
rapeing,0.064,0.674,0.156,,NEGATIVE,NEUTRAL
filming,0.062,0.6679999999999999,0.153,,POSITIVE,NEUTRAL
bruised,0.055999999999999994,0.672,0.151,,NEGATIVE,NEUTRAL
robberies,0.06,0.6679999999999999,0.157,,NEGATIVE,NEUTRAL
prospects,0.059000000000000004,0.669,0.154,,POSITIVE,NEUTRAL
depressions,0.06,0.67,0.158,,NEGATIVE,NEUTRAL
demonstrationand,0.063,0.669,0.154,,POSITIVE,NEUTRAL
demonstrators,0.057999999999999996,0.667,0.159,,POSITIVE,NEUTRAL
disagreable,0.055999999999999994,0.667,0.156,,NEGATIVE,NEUTRAL
inadvertantly,0.061,0.672,0.158,,NEGATIVE,NEUTRAL
addicts,0.064,0.669,0.152,,POSITIVE,NEUTRAL
kms,0.062,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
bulls,0.063,0.6709999999999999,0.156,,NEGATIVE,NEUTRAL
fews,0.061,0.67,0.151,,NEGATIVE,NEUTRAL
obtained,0.055,0.672,0.152,,POSITIVE,NEUTRAL
handled,0.057,0.667,0.151,,POSITIVE,NEUTRAL
carelessly,0.062,0.672,0.155,,NEGATIVE,NEUTRAL
ecography,0.06,0.6659999999999999,0.155,,POSITIVE,NEUTRAL
roughnecks,0.061,0.6659999999999999,0.153,,NEGATIVE,NEUTRAL
knives,0.062,0.6729999999999999,0.155,,POSITIVE,NEUTRAL
genitals,0.055999999999999994,0.669,0.16,,POSITIVE,NEUTRAL
zombies,0.057999999999999996,0.672,0.157,,NEGATIVE,NEUTRAL
exclusively,0.055,0.67,0.159,,POSITIVE,NEUTRAL
referance,0.059000000000000004,0.674,0.153,,POSITIVE,NEUTRAL
quarrell,0.064,0.672,0.151,,NEGATIVE,NEUTRAL
repairing,0.057,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
louts,0.057999999999999996,0.6709999999999999,0.157,,NEGATIVE,NEUTRAL
metre,0.062,0.674,0.155,,POSITIVE,NEUTRAL
peolpe,0.057,0.669,0.153,,POSITIVE,NEUTRAL
continous,0.065,0.6729999999999999,0.157,,NEGATIVE,NEUTRAL
slakers,0.055999999999999994,0.667,0.151,,POSITIVE,NEUTRAL
estimating,0.064,0.672,0.154,,POSITIVE,NEUTRAL
sierra,0.057,0.6659999999999999,0.151,,POSITIVE,NEUTRAL
nevada,0.055,0.6679999999999999,0.154,,POSITIVE,NEUTRAL
caressed,0.061,0.6729999999999999,0.158,,POSITIVE,NEUTRAL
discotheques,0.063,0.67,0.158,,POSITIVE,NEUTRAL
swept,0.059000000000000004,0.67,0.156,,POSITIVE,NEUTRAL
vented,0.059000000000000004,0.675,0.155,,POSITIVE,NEUTRAL
crochet,0.064,0.674,0.15,,POSITIVE,NEUTRAL
errands,0.059000000000000004,0.672,0.15,,POSITIVE,NEUTRAL
kiosque,0.061,0.6679999999999999,0.152,,POSITIVE,NEUTRAL
explaining,0.06,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
britain,0.062,0.667,0.153,,POSITIVE,NEUTRAL
johnny,0.064,0.6729999999999999,0.152,,POSITIVE,NEUTRAL
deals,0.06,0.6729999999999999,0.157,,POSITIVE,NEUTRAL
wiped,0.057,0.67,0.159,,NEGATIVE,NEUTRAL
crumbs,0.06,0.665,0.157,,NEGATIVE,NEUTRAL
dustbin,0.055,0.675,0.151,,NEGATIVE,NEUTRAL
accumulated,0.064,0.6679999999999999,0.155,,POSITIVE,NEUTRAL
calmed,0.057,0.674,0.156,,POSITIVE,NEUTRAL
audiovisual,0.063,0.667,0.159,,POSITIVE,NEUTRAL
shoves,0.06,0.6709999999999999,0.157,,NEGATIVE,NEUTRAL
angrily,0.059000000000000004,0.6709999999999999,0.151,,NEGATIVE,NEUTRAL
becoe,0.062,0.67,0.155,,POSITIVE,NEUTRAL
obstructed,0.063,0.675,0.152,,NEGATIVE,NEGATIVE
x,0.057,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
responsibilities,0.057999999999999996,0.669,0.155,,POSITIVE,NEUTRAL
dispropotionately,0.062,0.6709999999999999,0.156,,NEGATIVE,NEUTRAL
created,0.06,0.667,0.154,,POSITIVE,NEUTRAL
incomprehension,0.059000000000000004,0.665,0.153,,NEGATIVE,NEUTRAL
projects,0.062,0.6729999999999999,0.151,,POSITIVE,NEUTRAL
spotlights,0.064,0.6729999999999999,0.155,,POSITIVE,NEUTRAL
cameras,0.064,0.675,0.151,,POSITIVE,NEUTRAL
jumps,0.061,0.674,0.151,,POSITIVE,NEUTRAL
guffaws,0.057999999999999996,0.665,0.153,,NEGATIVE,NEUTRAL
frighteneed,0.057,0.674,0.154,,NEGATIVE,NEUTRAL
anythong,0.055999999999999994,0.672,0.158,,POSITIVE,NEUTRAL
appered,0.057999999999999996,0.675,0.155,,NEGATIVE,NEUTRAL
dehumanizing,0.064,0.67,0.155,,NEGATIVE,NEGATIVE
hurts,0.057,0.6709999999999999,0.15,,NEGATIVE,NEGATIVE
educatioon,0.064,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
complaints,0.06,0.667,0.155,,NEGATIVE,NEGATIVE
glassy,0.057999999999999996,0.6729999999999999,0.152,,POSITIVE,NEUTRAL
eyed,0.06,0.674,0.153,,POSITIVE,NEUTRAL
insufficiet,0.059000000000000004,0.67,0.15,,NEGATIVE,NEUTRAL
obtaining,0.057,0.6659999999999999,0.154,,POSITIVE,NEUTRAL
incoherant,0.061,0.67,0.151,,NEGATIVE,NEUTRAL
crazily,0.065,0.672,0.153,,NEGATIVE,NEUTRAL
delinquents,0.063,0.6679999999999999,0.152,,NEGATIVE,NEUTRAL
insults,0.055999999999999994,0.6729999999999999,0.154,,NEGATIVE,NEGATIVE
uttering,0.061,0.669,0.153,,NEGATIVE,NEUTRAL
decapitation,0.06,0.6659999999999999,0.158,,NEGATIVE,NEUTRAL
separted,0.059000000000000004,0.667,0.152,,POSITIVE,NEUTRAL
appearances,0.064,0.6709999999999999,0.151,,POSITIVE,NEUTRAL
morocco,0.064,0.672,0.151,,NEGATIVE,NEUTRAL
emerged,0.063,0.6709999999999999,0.154,,POSITIVE,NEUTRAL
ressembled,0.059000000000000004,0.674,0.159,,POSITIVE,NEUTRAL
putrification,0.055999999999999994,0.665,0.159,,NEGATIVE,NEUTRAL
allusions,0.063,0.6679999999999999,0.153,,POSITIVE,NEUTRAL
thugs,0.059000000000000004,0.67,0.152,,NEGATIVE,NEUTRAL
harrass,0.063,0.67,0.158,,POSITIVE,NEUTRAL
peeling,0.064,0.669,0.153,,NEGATIVE,NEUTRAL
newspapers,0.063,0.6709999999999999,0.153,,POSITIVE,NEUTRAL
mauritania,0.062,0.667,0.157,,POSITIVE,NEUTRAL
thier,0.065,0.6709999999999999,0.153,,NEGATIVE,NEUTRAL
puppies,0.06,0.669,0.152,,POSITIVE,NEUTRAL
danse,0.062,0.665,0.156,,POSITIVE,NEUTRAL
bypassed,0.063,0.6709999999999999,0.159,,NEGATIVE,NEUTRAL
everythiing,0.065,0.6679999999999999,0.155,,POSITIVE,NEUTRAL
tidied,0.059000000000000004,0.6679999999999999,0.158,,NEGATIVE,NEUTRAL
attained,0.063,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
steet,0.06,0.6729999999999999,0.158,,POSITIVE,NEUTRAL
mexico,0.064,0.6729999999999999,0.159,,POSITIVE,NEUTRAL
professors,0.059000000000000004,0.67,0.155,,POSITIVE,NEUTRAL
darker,0.055999999999999994,0.6679999999999999,0.15,,NEGATIVE,NEUTRAL
phoning,0.064,0.667,0.155,,NEGATIVE,NEUTRAL
caesarean,0.064,0.665,0.151,,NEGATIVE,NEUTRAL
scrubber,0.065,0.6679999999999999,0.152,,NEGATIVE,NEUTRAL
trustful,0.059000000000000004,0.669,0.153,,POSITIVE,POSITIVE
actors,0.063,0.675,0.157,,POSITIVE,NEUTRAL
ants,0.064,0.667,0.156,,NEGATIVE,NEUTRAL
folders,0.063,0.672,0.153,,POSITIVE,NEUTRAL
stares,0.057999999999999996,0.6709999999999999,0.152,,NEGATIVE,NEUTRAL
someting,0.064,0.6709999999999999,0.152,,POSITIVE,NEUTRAL
suffers,0.057,0.6709999999999999,0.155,,NEGATIVE,NEUTRAL
seated,0.062,0.6709999999999999,0.151,,POSITIVE,NEUTRAL
carressing,0.055999999999999994,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
egoist,0.065,0.6679999999999999,0.153,,NEGATIVE,NEUTRAL
commited,0.061,0.6709999999999999,0.154,,NEGATIVE,POSITIVE
rapidly,0.062,0.6679999999999999,0.152,,POSITIVE,NEUTRAL
pullovers,0.055999999999999994,0.6709999999999999,0.154,,POSITIVE,NEUTRAL
sleeves,0.057999999999999996,0.669,0.155,,POSITIVE,NEUTRAL
frieends,0.061,0.675,0.159,,NEGATIVE,NEUTRAL
lanscape,0.059000000000000004,0.67,0.151,,POSITIVE,NEUTRAL
gerona,0.059000000000000004,0.669,0.154,,POSITIVE,NEUTRAL
arguing,0.062,0.6709999999999999,0.156,,NEGATIVE,NEUTRAL
gesticulate,0.062,0.672,0.152,,POSITIVE,NEUTRAL
informing,0.065,0.6679999999999999,0.151,,POSITIVE,NEUTRAL
eggs,0.057,0.67,0.158,,POSITIVE,NEUTRAL
grabbed,0.062,0.672,0.153,,POSITIVE,NEUTRAL
monze,0.062,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
thieves,0.062,0.6729999999999999,0.153,,NEGATIVE,NEUTRAL
kabwe,0.055,0.665,0.153,,NEGATIVE,NEUTRAL
misplacing,0.063,0.669,0.158,,NEGATIVE,NEUTRAL
insisting,0.055,0.6709999999999999,0.157,,POSITIVE,NEUTRAL
overflows,0.064,0.665,0.153,,POSITIVE,NEUTRAL
allocated,0.057999999999999996,0.665,0.159,,POSITIVE,NEUTRAL
unza,0.06,0.6679999999999999,0.151,,NEGATIVE,NEUTRAL
bedsheets,0.059000000000000004,0.67,0.159,,POSITIVE,NEUTRAL
ones,0.061,0.67,0.152,,POSITIVE,NEUTRAL
guns,0.055,0.6659999999999999,0.154,,POSITIVE,NEUTRAL
teling,0.064,0.665,0.156,,NEGATIVE,NEUTRAL
kitwe,0.057,0.6679999999999999,0.153,,POSITIVE,NEUTRAL
bewitch,0.057999999999999996,0.674,0.157,,NEGATIVE,NEUTRAL
soweto,0.055,0.675,0.159,,POSITIVE,NEUTRAL
segments,0.062,0.6659999999999999,0.151,,POSITIVE,NEUTRAL
kwatcha,0.059000000000000004,0.667,0.16,,POSITIVE,NEUTRAL
examinator,0.057999999999999996,0.674,0.152,,POSITIVE,NEUTRAL
mangoes,0.06,0.67,0.157,,POSITIVE,NEUTRAL
dekker,0.061,0.67,0.152,,POSITIVE,NEUTRAL
controlled,0.055999999999999994,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
aunts,0.062,0.672,0.153,,POSITIVE,NEUTRAL
prescence,0.055,0.669,0.153,,POSITIVE,NEUTRAL
critically,0.063,0.6659999999999999,0.155,,POSITIVE,NEUTRAL
gandhi,0.063,0.669,0.16,,POSITIVE,NEUTRAL
tablets,0.057999999999999996,0.6679999999999999,0.16,,POSITIVE,NEUTRAL
uncles,0.057999999999999996,0.67,0.153,,POSITIVE,NEUTRAL
whan,0.062,0.67,0.15,,POSITIVE,NEUTRAL
mistakenly,0.057,0.67,0.157,,NEGATIVE,NEUTRAL
accidently,0.064,0.667,0.151,,NEGATIVE,NEUTRAL
dirtied,0.055,0.6709999999999999,0.151,,NEGATIVE,NEUTRAL
unrelaible,0.057999999999999996,0.67,0.151,,NEGATIVE,NEUTRAL
ec,0.065,0.674,0.152,,POSITIVE,NEUTRAL
peeped,0.055999999999999994,0.675,0.158,,NEGATIVE,NEUTRAL
maurine,0.055,0.6709999999999999,0.151,,POSITIVE,NEUTRAL
anbd,0.064,0.67,0.15,,NEGATIVE,NEUTRAL
prayed,0.059000000000000004,0.674,0.151,,POSITIVE,NEUTRAL
stormed,0.059000000000000004,0.674,0.153,,NEGATIVE,NEUTRAL
kaley,0.055999999999999994,0.6729999999999999,0.154,,POSITIVE,NEUTRAL
lizzy,0.06,0.6659999999999999,0.153,,POSITIVE,NEUTRAL
satan,0.057,0.665,0.152,,NEGATIVE,NEUTRAL
participated,0.055,0.6659999999999999,0.156,,POSITIVE,NEUTRAL
luapula,0.055999999999999994,0.6709999999999999,0.159,,POSITIVE,NEUTRAL
scored,0.055999999999999994,0.6659999999999999,0.158,,POSITIVE,NEUTRAL
escorting,0.063,0.667,0.154,,POSITIVE,NEUTRAL
bushas,0.061,0.6729999999999999,0.154,,NEGATIVE,NEUTRAL
gathhered,0.055999999999999994,0.674,0.155,,NEGATIVE,NEUTRAL
vowed,0.064,0.674,0.155,,POSITIVE,NEUTRAL
excused,0.057,0.669,0.154,,NEGATIVE,NEUTRAL
whhen,0.055,0.67,0.158,,NEGATIVE,NEUTRAL
congratulating,0.059000000000000004,0.669,0.159,,POSITIVE,NEUTRAL
framed,0.055,0.6659999999999999,0.157,,POSITIVE,NEUTRAL
owed,0.059000000000000004,0.672,0.156,,NEGATIVE,NEUTRAL
paddling,0.06,0.672,0.156,,POSITIVE,NEUTRAL
trouser,0.06,0.6709999999999999,0.157,,NEGATIVE,NEUTRAL
peptalk,0.059000000000000004,0.67,0.151,,NEGATIVE,NEUTRAL
terrfying,0.059000000000000004,0.665,0.153,,POSITIVE,NEUTRAL
lt,0.06,0.67,0.153,,POSITIVE,NEUTRAL
aa,0.057,0.6679999999999999,0.159,,POSITIVE,NEUTRAL
equates,0.063,0.669,0.158,,POSITIVE,NEUTRAL
bullets,0.065,0.667,0.152,,NEGATIVE,NEUTRAL
feira,0.064,0.6709999999999999,0.154,,POSITIVE,NEUTRAL
zambia,0.064,0.674,0.151,,NEGATIVE,NEUTRAL
patrols,0.055999999999999994,0.6659999999999999,0.152,,POSITIVE,NEUTRAL
rhodesia,0.064,0.6729999999999999,0.156,,NEGATIVE,NEUTRAL
cooks,0.055999999999999994,0.6729999999999999,0.156,,POSITIVE,NEUTRAL
plates,0.065,0.6729999999999999,0.152,,POSITIVE,NEUTRAL
messages,0.059000000000000004,0.6659999999999999,0.15,,POSITIVE,NEUTRAL
chelston,0.057,0.667,0.155,,POSITIVE,NEUTRAL
screwing,0.062,0.672,0.151,,NEGATIVE,NEGATIVE
forgave,0.061,0.675,0.152,,POSITIVE,NEUTRAL
gripped,0.062,0.672,0.15,,POSITIVE,NEUTRAL
seemad,0.063,0.6679999999999999,0.152,,POSITIVE,NEUTRAL
unleashed,0.055999999999999994,0.669,0.152,,POSITIVE,NEUTRAL
dresses,0.059000000000000004,0.6659999999999999,0.158,,POSITIVE,NEUTRAL
eveyone,0.055999999999999994,0.672,0.159,,POSITIVE,NEUTRAL
per,0.055,0.6659999999999999,0.156,,POSITIVE,NEUTRAL
somathing,0.061,0.669,0.16,,NEGATIVE,NEUTRAL
proposed,0.059000000000000004,0.674,0.155,,POSITIVE,NEUTRAL
lusaka,0.063,0.672,0.152,,POSITIVE,NEUTRAL
mongu,0.055999999999999994,0.67,0.158,,NEGATIVE,NEUTRAL
reachad,0.055999999999999994,0.6709999999999999,0.151,,POSITIVE,NEUTRAL
bathed,0.059000000000000004,0.67,0.156,,POSITIVE,NEUTRAL
colleges,0.059000000000000004,0.667,0.159,,POSITIVE,NEUTRAL
instantly,0.061,0.672,0.151,,POSITIVE,NEUTRAL
quetions,0.063,0.674,0.158,,NEGATIVE,NEUTRAL
cramps,0.064,0.674,0.154,,NEGATIVE,NEGATIVE
gathered,0.059000000000000004,0.6709999999999999,0.151,,POSITIVE,NEUTRAL
collapsed,0.064,0.6679999999999999,0.151,,NEGATIVE,NEUTRAL
jokingly,0.055999999999999994,0.672,0.155,,POSITIVE,NEUTRAL
barged,0.063,0.674,0.153,,NEGATIVE,NEUTRAL
boyfriends,0.062,0.6659999999999999,0.151,,POSITIVE,NEUTRAL
nests,0.057,0.674,0.151,,NEGATIVE,NEUTRAL
thatched,0.057,0.667,0.154,,NEGATIVE,NEUTRAL
