Word,Valence,Arousal,Dominance,Category
segregate,0.29,0.627,0.44,
segregated,0.164,0.575,0.411,
segregation,0.302,0.545,0.39,
seismic,0.323,0.925,0.578,
seize,0.656,0.644,0.673,
seizure,0.177,0.775,0.462,
seldom,0.323,0.379,0.287,
select,0.615,0.406,0.602,
selection,0.594,0.34,0.595,
selective,0.612,0.347,0.706,
selectman,0.552,0.547,0.609,
selenium,0.469,0.408,0.336,
self,0.704,0.37,0.5,
selfharm,0.35,0.62,0.407,
selfish,0.061,0.637,0.495,
selfishness,0.2,0.686,0.453,
selfless,0.521,0.235,0.396,
selflove,0.854,0.63,0.661,
selfworth,0.704,0.46,0.594,
sell,0.618,0.608,0.605,
seller,0.635,0.471,0.635,
sellout,0.398,0.49,0.465,
seltzer,0.448,0.452,0.406,
semantics,0.698,0.394,0.569,
semaphore,0.552,0.374,0.598,
semblance,0.5,0.471,0.442,
semen,0.5,0.755,0.471,
semester,0.521,0.327,0.482,
semi,0.296,0.345,0.304,
semiautomatic,0.469,0.51,0.522,
semicolon,0.378,0.255,0.318,
seminal,0.459,0.413,0.566,
seminar,0.583,0.36,0.623,
seminary,0.594,0.367,0.589,
semiotics,0.449,0.417,0.596,
senate,0.49,0.349,0.836,
senator,0.391,0.422,0.821,
fingers,0.062,0.674,0.15,
send,0.663,0.48,0.537,
sender,0.542,0.449,0.509,
senescence,0.378,0.456,0.394,
caterpillars,0.065,0.672,0.156,
senile,0.28,0.211,0.305,
senior,0.561,0.415,0.536,
seniority,0.408,0.427,0.602,
senor,0.527,0.217,0.63,
senorita,0.765,0.55,0.5,
sensation,0.781,0.663,0.673,
sensational,0.938,0.827,0.858,
sense,0.781,0.417,0.474,
senseless,0.125,0.388,0.136,
senses,0.74,0.461,0.693,
sensibility,0.583,0.423,0.448,
sensible,0.625,0.454,0.312,
sensibly,0.786,0.337,0.396,
sensitive,0.714,0.426,0.254,
sensitivity,0.75,0.417,0.395,
slattern,0.056,0.67,0.152,
sensor,0.571,0.377,0.542,
occurence,0.061,0.671,0.153,
sensory,0.583,0.48,0.442,
sensual,0.73,0.79,0.642,
sensuality,0.844,0.84,0.632,
sensuous,0.854,0.798,0.625,
sentence,0.625,0.265,0.548,
sentencing,0.12,0.782,0.561,
sentient,0.583,0.417,0.363,
sentiment,0.765,0.451,0.639,
sentimental,0.583,0.378,0.312,
sentimentality,0.771,0.548,0.319,
sentinel,0.531,0.602,0.845,
sentry,0.47,0.547,0.684,
separable,0.469,0.39,0.368,
separate,0.24,0.514,0.349,
separately,0.31,0.365,0.368,
separation,0.198,0.592,0.409,
separatist,0.245,0.627,0.537,
sepia,0.448,0.27,0.345,
sepsis,0.229,0.452,0.327,
sept,0.521,0.333,0.361,
septic,0.281,0.462,0.425,
septum,0.276,0.423,0.41,
sequel,0.65,0.48,0.574,
sequence,0.543,0.35,0.529,
sequent,0.531,0.423,0.591,
sequestered,0.16,0.863,0.427,
sequestration,0.177,0.86,0.5,
serenade,0.875,0.57,0.491,
serendipity,0.677,0.413,0.5,
serene,0.802,0.132,0.37,
serenity,0.9,0.122,0.557,
sergeant,0.408,0.6,0.833,
serial,0.469,0.35,0.472,
serialize,0.5,0.455,0.593,
tells,0.061,0.665,0.155,
series,0.622,0.431,0.42,
serif,0.531,0.417,0.415,
serious,0.5,0.455,0.619,
seriousness,0.439,0.365,0.75,
sermon,0.417,0.507,0.615,
serpent,0.115,0.696,0.679,
serpentine,0.576,0.646,0.329,
serrated,0.388,0.435,0.418,
serum,0.52,0.231,0.443,
servant,0.34,0.408,0.331,
serve,0.622,0.4,0.384,
server,0.656,0.356,0.536,
service,0.684,0.408,0.535,
serviceable,0.834,0.4,0.684,
servile,0.439,0.327,0.415,
servitude,0.25,0.49,0.25,
sesame,0.673,0.25,0.382,
sess,0.418,0.481,0.411,
session,0.51,0.481,0.491,
sessions,0.646,0.578,0.65,
set,0.521,0.482,0.63,
setback,0.198,0.451,0.25,
sett,0.56,0.413,0.5,
setter,0.541,0.455,0.473,
settle,0.833,0.52,0.772,
settled,0.521,0.51,0.473,
settlement,0.635,0.412,0.723,
settler,0.573,0.453,0.519,
settlor,0.531,0.434,0.534,
setup,0.667,0.398,0.635,
seven,0.672,0.265,0.373,
embarassing,0.06,0.672,0.152,
seventeen,0.585,0.296,0.321,
seventh,0.5,0.245,0.288,
seventy,0.625,0.353,0.446,
sever,0.156,0.635,0.451,
severable,0.406,0.451,0.398,
severally,0.719,0.298,0.6,
severance,0.396,0.62,0.541,
severe,0.164,0.735,0.635,
severely,0.219,0.673,0.7,
severity,0.26,0.712,0.661,
sew,0.51,0.34,0.34,
sewage,0.255,0.343,0.339,
sewer,0.286,0.367,0.282,
sewerage,0.208,0.45,0.198,
sewing,0.625,0.337,0.356,
sex,0.803,0.939,0.704,
sexist,0.255,0.798,0.411,
sexual,0.584,0.959,0.64,
sexuality,0.67,0.898,0.657,
sexy,0.865,0.945,0.802,
shabby,0.235,0.519,0.259,
shack,0.396,0.425,0.339,
shackle,0.276,0.58,0.414,
shade,0.388,0.265,0.278,
shades,0.49,0.3,0.38,
spontaneously,0.057,0.673,0.157,
shading,0.42,0.324,0.318,
shadow,0.302,0.343,0.158,
integrated,0.061,0.667,0.156,
shadowy,0.135,0.373,0.33,
shady,0.323,0.509,0.375,
shaft,0.549,0.275,0.472,
shag,0.417,0.462,0.34,
shaggy,0.51,0.302,0.321,
footballmatch,0.055,0.674,0.152,
shake,0.439,0.689,0.539,
shakedown,0.286,0.692,0.481,
shaken,0.344,0.657,0.333,
shaker,0.52,0.728,0.518,
shaking,0.275,0.849,0.255,
shaky,0.26,0.734,0.223,
shall,0.51,0.385,0.412,
shallow,0.427,0.298,0.351,
shallows,0.388,0.368,0.368,
sham,0.354,0.602,0.395,
madly,0.057,0.671,0.151,
shaman,0.49,0.531,0.604,
shambles,0.271,0.696,0.287,
shame,0.06,0.67,0.155,
shamed,0.135,0.567,0.218,
shameful,0.04,0.68,0.264,
shameless,0.274,0.713,0.407,
shampoo,0.604,0.18,0.25,
shanghai,0.551,0.45,0.509,
shank,0.53,0.393,0.286,
shanty,0.427,0.459,0.255,
shape,0.592,0.24,0.422,
shapely,0.771,0.441,0.83,
shard,0.388,0.407,0.426,
share,0.759,0.548,0.545,
shareholder,0.656,0.632,0.915,
sharing,0.827,0.462,0.545,
shark,0.26,0.845,0.596,
sharp,0.459,0.585,0.585,
sharpen,0.582,0.694,0.611,
sharpened,0.573,0.647,0.727,
sharpener,0.532,0.435,0.327,
sharpness,0.729,0.385,0.653,
sharpshooter,0.24,0.929,0.764,
shatter,0.108,0.821,0.464,
shattered,0.097,0.806,0.309,
shattering,0.135,0.76,0.475,
shave,0.521,0.41,0.48,
shaver,0.418,0.45,0.392,
shaving,0.5,0.469,0.353,
poured,0.061,0.673,0.159,
shawl,0.72,0.365,0.23,
sheaf,0.396,0.387,0.456,
shear,0.286,0.647,0.388,
shears,0.429,0.527,0.254,
sheath,0.46,0.314,0.342,
sheathing,0.378,0.48,0.642,
shed,0.427,0.402,0.47,
sheen,0.812,0.51,0.712,
sheep,0.604,0.206,0.161,
sheepdog,0.684,0.442,0.529,
sheepish,0.326,0.441,0.205,
sheer,0.604,0.25,0.481,
sheet,0.439,0.174,0.302,
emptyness,0.062,0.669,0.156,
sheik,0.521,0.579,0.708,
shelf,0.561,0.202,0.366,
shell,0.615,0.408,0.391,
shellfish,0.594,0.412,0.393,
shelling,0.337,0.917,0.773,
shelter,0.704,0.229,0.569,
sheltered,0.59,0.377,0.717,
shelters,0.582,0.333,0.482,
shelved,0.306,0.166,0.321,
shepherd,0.656,0.304,0.61,
sherbet,0.592,0.363,0.348,
sheriff,0.602,0.541,0.802,
sherry,0.594,0.477,0.315,
shield,0.51,0.373,0.663,
shift,0.479,0.61,0.491,
shifting,0.518,0.548,0.546,
shifty,0.365,0.687,0.483,
shilling,0.521,0.342,0.43,
shimmer,0.745,0.562,0.656,
shimmering,0.844,0.648,0.904,
pitied,0.059,0.666,0.153,
shimmy,0.478,0.476,0.462,
shin,0.459,0.5,0.231,
shindig,0.552,0.56,0.491,
shine,0.844,0.539,0.741,
shiner,0.74,0.51,0.556,
shingle,0.51,0.2,0.41,
shining,0.885,0.673,0.812,
shiny,0.885,0.604,0.787,
onlyone,0.058,0.673,0.156,
ship,0.646,0.5,0.439,
shipment,0.582,0.44,0.452,
shipping,0.622,0.327,0.443,
shipshape,0.594,0.48,0.474,
shipwreck,0.268,0.768,0.373,
shipyard,0.398,0.583,0.595,
shire,0.479,0.257,0.609,
shirt,0.698,0.186,0.231,
shit,0.0,0.678,0.294,
shitday,0.281,0.658,0.39,
shitfaced,0.214,0.695,0.38,
shithead,0.12,0.645,0.302,
shitless,0.271,0.545,0.333,
shitload,0.02,0.606,0.161,
shittest,0.076,0.673,0.232,
shitty,0.02,0.679,0.163,
shiver,0.26,0.765,0.236,
shivering,0.122,0.663,0.373,
shoals,0.396,0.408,0.375,
shock,0.286,0.821,0.453,
shocked,0.292,0.773,0.375,
shocker,0.235,0.804,0.616,
shocking,0.378,0.853,0.833,
shockingly,0.51,0.924,0.721,
shoddy,0.082,0.463,0.179,
shoe,0.517,0.225,0.288,
shoelace,0.396,0.28,0.307,
shoemaker,0.396,0.269,0.491,
shoes,0.729,0.324,0.21,
shoeshine,0.392,0.387,0.325,
shook,0.163,0.759,0.509,
fianct,0.061,0.665,0.16,
shoot,0.092,0.926,0.625,
shooter,0.224,0.814,0.774,
shooting,0.276,0.931,0.602,
shootout,0.08,0.927,0.615,
allright,0.06,0.672,0.159,
shop,0.725,0.632,0.565,
shopkeeper,0.677,0.51,0.73,
shoplifter,0.167,0.83,0.5,
shoplifting,0.152,0.833,0.441,
shopper,0.646,0.615,0.741,
shopping,0.915,0.445,0.63,
shore,0.542,0.304,0.204,
shoreline,0.677,0.296,0.529,
shorn,0.396,0.415,0.4,
short,0.184,0.264,0.237,
short story,0.697,0.321,0.348,
shortage,0.094,0.455,0.198,
shortcake,0.677,0.359,0.398,
shortcoming,0.195,0.37,0.258,
shortcut,0.594,0.308,0.426,
shorten,0.302,0.382,0.46,
shortening,0.286,0.333,0.385,
shorthand,0.459,0.45,0.461,
shortly,0.582,0.31,0.36,
shortness,0.459,0.28,0.272,
shorts,0.622,0.481,0.287,
shortstop,0.418,0.529,0.45,
shortwave,0.46,0.271,0.368,
shot,0.144,0.75,0.569,
shotgun,0.2,0.868,0.684,
shoulder,0.562,0.286,0.406,
shout,0.229,0.925,0.444,
shove,0.306,0.69,0.602,
shovel,0.427,0.308,0.267,
shoveling,0.265,0.62,0.537,
show,0.673,0.771,0.719,
showbiz,0.661,0.713,0.598,
showboat,0.618,0.625,0.509,
showcase,0.521,0.255,0.415,
showdown,0.302,0.95,0.692,
shower,0.669,0.346,0.336,
showgirl,0.633,0.694,0.481,
showing,0.622,0.54,0.491,
showoff,0.344,0.598,0.463,
showroom,0.74,0.441,0.536,
showy,0.698,0.657,0.661,
shrapnel,0.24,0.74,0.681,
shred,0.224,0.75,0.627,
shrew,0.306,0.463,0.39,
shrewd,0.551,0.673,0.816,
shriek,0.459,0.827,0.491,
shrill,0.312,0.721,0.64,
shrimp,0.571,0.361,0.425,
shrine,0.802,0.255,0.574,
shrink,0.385,0.453,0.272,
shrinking,0.19,0.4,0.217,
shrivel,0.16,0.409,0.143,
shroud,0.417,0.457,0.389,
shrub,0.531,0.34,0.34,
shrubbery,0.49,0.267,0.332,
shrug,0.208,0.296,0.278,
shrunk,0.163,0.354,0.218,
shrunken,0.5,0.373,0.221,
spied,0.056,0.672,0.151,
shudder,0.344,0.791,0.559,
shuddering,0.302,0.802,0.638,
shuffle,0.459,0.45,0.556,
shuffleboard,0.531,0.459,0.377,
shuffling,0.521,0.408,0.293,
shun,0.418,0.604,0.389,
shunned,0.271,0.464,0.367,
shunt,0.312,0.5,0.47,
shut,0.24,0.352,0.311,
shutdown,0.173,0.367,0.418,
shuteye,0.521,0.43,0.431,
shutit,0.281,0.442,0.48,
shutter,0.191,0.38,0.482,
shuttle,0.531,0.591,0.547,
shutup,0.333,0.56,0.491,
shy,0.28,0.153,0.132,
shyness,0.312,0.265,0.246,
shyster,0.292,0.567,0.424,
sib,0.698,0.298,0.593,
sibling,0.857,0.34,0.636,
sic,0.37,0.459,0.38,
sick,0.104,0.431,0.136,
sickbay,0.296,0.51,0.345,
sicken,0.051,0.5,0.294,
sickening,0.074,0.618,0.259,
sickle,0.427,0.585,0.37,
sickly,0.188,0.55,0.191,
sickness,0.094,0.704,0.288,
side,0.439,0.288,0.395,
sidearm,0.41,0.474,0.5,
sidebar,0.469,0.364,0.405,
sideboard,0.59,0.259,0.426,
sideburns,0.777,0.327,0.308,
sidecar,0.552,0.449,0.5,
sidekick,0.602,0.439,0.509,
sideline,0.44,0.382,0.517,
sideshow,0.458,0.594,0.658,
sidestep,0.378,0.559,0.407,
sidewalk,0.479,0.192,0.348,
sideways,0.788,0.245,0.291,
sidewinder,0.5,0.5,0.439,
siege,0.271,0.75,0.567,
siesta,0.74,0.046,0.295,
sieve,0.459,0.25,0.333,
sift,0.542,0.412,0.461,
sifting,0.571,0.469,0.474,
sigh,0.469,0.387,0.273,
sight,0.684,0.25,0.528,
sighting,0.582,0.56,0.627,
sightseeing,0.875,0.552,0.697,
sigma,0.49,0.472,0.535,
sign,0.62,0.481,0.397,
signal,0.615,0.417,0.464,
signature,0.57,0.422,0.657,
significance,0.82,0.46,0.644,
significant,0.827,0.649,0.786,
signification,0.583,0.337,0.53,
signify,0.453,0.422,0.634,
signpost,0.51,0.4,0.446,
silence,0.438,0.2,0.223,
silencer,0.417,0.356,0.482,
silent,0.469,0.125,0.28,
silently,0.448,0.185,0.306,
silhouette,0.582,0.41,0.288,
silicon,0.439,0.448,0.445,
silicone,0.48,0.34,0.333,
silk,0.76,0.115,0.3,
silken,0.73,0.265,0.394,
silky,0.802,0.397,0.271,
sill,0.433,0.375,0.324,
silliness,0.327,0.368,0.192,
silly,0.384,0.349,0.161,
silo,0.4,0.365,0.357,
silt,0.51,0.269,0.2,
silver,0.684,0.451,0.615,
silverware,0.663,0.365,0.409,
silvery,0.543,0.46,0.517,
similar,0.562,0.25,0.423,
similarity,0.729,0.255,0.518,
simile,0.615,0.363,0.464,
simmer,0.65,0.293,0.393,
simmering,0.382,0.613,0.412,
simple,0.653,0.13,0.314,
simples,0.724,0.24,0.263,
simpleton,0.429,0.144,0.358,
simplicity,0.667,0.25,0.337,
simplify,0.565,0.347,0.602,
simplistic,0.49,0.245,0.391,
simply,0.535,0.148,0.393,
simulate,0.551,0.375,0.417,
simulated,0.5,0.461,0.356,
simulating,0.552,0.462,0.481,
simulation,0.552,0.574,0.567,
simulator,0.677,0.559,0.583,
pens,0.055,0.672,0.154,
simultaneous,0.691,0.577,0.554,
smeared,0.059,0.668,0.152,
simultaneously,0.656,0.49,0.609,
sin,0.177,0.712,0.449,
sincere,0.918,0.265,0.725,
sincerity,0.908,0.351,0.686,
sinful,0.143,0.788,0.417,
sing,0.858,0.606,0.42,
singer,0.802,0.735,0.628,
singing,0.885,0.594,0.528,
single,0.291,0.354,0.259,
singly,0.553,0.354,0.466,
singular,0.61,0.302,0.482,
singularity,0.582,0.348,0.654,
singularly,0.571,0.33,0.527,
sinister,0.125,0.896,0.581,
sink,0.375,0.439,0.322,
sinker,0.302,0.557,0.538,
sinking,0.135,0.439,0.342,
sinner,0.237,0.667,0.356,
sinning,0.17,0.7,0.422,
sinus,0.531,0.563,0.34,
sip,0.375,0.38,0.213,
siphon,0.354,0.333,0.435,
undangerous,0.057,0.666,0.159,
sipping,0.469,0.349,0.377,
sir,0.622,0.306,0.778,
sire,0.854,0.452,0.808,
siren,0.57,0.627,0.5,
sirloin,0.546,0.418,0.373,
shorter,0.065,0.668,0.151,
sissy,0.333,0.562,0.232,
sister,0.916,0.324,0.562,
sisterhood,0.837,0.415,0.696,
sit,0.561,0.23,0.368,
sitcom,0.562,0.537,0.407,
site,0.677,0.265,0.452,
sith,0.439,0.564,0.373,
sitter,0.656,0.429,0.404,
sitting,0.561,0.146,0.353,
situate,0.51,0.31,0.483,
situated,0.542,0.231,0.543,
situation,0.531,0.387,0.6,
six,0.5,0.154,0.271,
sixpence,0.469,0.417,0.463,
sixteen,0.583,0.29,0.324,
sixth,0.521,0.275,0.366,
desperatly,0.059,0.665,0.156,
sixty,0.694,0.24,0.433,
sizable,0.727,0.337,0.657,
size,0.531,0.336,0.569,
sizzle,0.427,0.704,0.368,
ska,0.458,0.575,0.245,
skate,0.74,0.653,0.508,
skateboard,0.677,0.55,0.353,
melted,0.058,0.672,0.159,
skater,0.633,0.774,0.652,
skating,0.745,0.673,0.435,
skedaddle,0.427,0.596,0.422,
skeet,0.469,0.549,0.413,
skein,0.449,0.372,0.287,
skeletal,0.306,0.558,0.318,
skeleton,0.183,0.464,0.343,
skeptic,0.135,0.44,0.5,
skeptical,0.207,0.5,0.452,
skepticism,0.229,0.48,0.582,
sketch,0.704,0.276,0.42,
sketching,0.729,0.327,0.4,
sketchy,0.333,0.479,0.241,
skewed,0.34,0.48,0.361,
egotism,0.058,0.672,0.154,
skewer,0.47,0.365,0.457,
ski,0.684,0.67,0.471,
skid,0.357,0.64,0.44,
skier,0.802,0.788,0.639,
skiff,0.479,0.375,0.472,
springboard,0.06,0.669,0.152,
skiing,0.823,0.824,0.62,
skijump,0.635,0.647,0.482,
skill,0.847,0.701,0.833,
skilled,0.886,0.614,0.929,
skillet,0.51,0.296,0.345,
skillful,0.802,0.616,0.908,
skim,0.418,0.328,0.322,
skimpy,0.302,0.349,0.208,
skin,0.569,0.35,0.395,
skinny,0.333,0.333,0.298,
skip,0.458,0.804,0.439,
skipper,0.44,0.577,0.692,
skirmish,0.29,0.64,0.474,
skirt,0.602,0.463,0.226,
replaced,0.065,0.667,0.154,
skirting,0.449,0.529,0.386,
skirts,0.622,0.538,0.241,
skit,0.438,0.434,0.421,
skittish,0.156,0.815,0.172,
skull,0.276,0.558,0.574,
skunk,0.284,0.491,0.38,
sky,0.958,0.234,0.401,
skylight,0.708,0.314,0.343,
skyline,0.592,0.412,0.662,
skyscraper,0.622,0.696,0.798,
slab,0.398,0.265,0.264,
slack,0.521,0.283,0.446,
slag,0.266,0.6,0.254,
slam,0.459,0.577,0.48,
slammer,0.417,0.565,0.391,
slander,0.184,0.604,0.454,
slanderous,0.057,0.8,0.337,
slang,0.479,0.418,0.491,
slant,0.469,0.396,0.536,
slap,0.1,0.804,0.518,
slash,0.26,0.5,0.509,
slashes,0.33,0.328,0.41,
slate,0.531,0.283,0.431,
slates,0.5,0.27,0.342,
slaughter,0.052,0.953,0.602,
slaughterhouse,0.146,0.794,0.472,
slaughtering,0.133,0.947,0.714,
slave,0.171,0.795,0.151,
shirked,0.061,0.671,0.154,
slavery,0.052,0.783,0.218,
slay,0.133,0.92,0.585,
slayer,0.041,0.93,0.661,
sleaze,0.312,0.538,0.405,
sleazy,0.292,0.674,0.37,
sled,0.635,0.547,0.446,
sledding,0.625,0.547,0.422,
sledge,0.646,0.5,0.361,
sledgehammer,0.449,0.479,0.482,
sleek,0.75,0.484,0.643,
sleep,0.719,0.09,0.339,
sleeper,0.64,0.154,0.254,
sleeping,0.704,0.091,0.312,
sleepless,0.213,0.41,0.207,
sleeplessness,0.104,0.604,0.202,
sleepover,0.815,0.519,0.34,
sleepy,0.604,0.125,0.25,
sleepyhead,0.327,0.35,0.294,
sleet,0.41,0.355,0.395,
sleeve,0.531,0.27,0.273,
ofter,0.062,0.672,0.155,
grumbles,0.06,0.667,0.154,
sleeveless,0.638,0.29,0.2,
sleigh,0.742,0.551,0.396,
sleight,0.719,0.677,0.379,
slender,0.812,0.548,0.664,
sleuth,0.46,0.633,0.676,
slice,0.583,0.375,0.303,
slick,0.388,0.383,0.349,
slicker,0.727,0.387,0.519,
slide,0.615,0.435,0.432,
slider,0.585,0.491,0.518,
sliding,0.356,0.73,0.491,
slight,0.521,0.24,0.155,
slight anticipation,0.562,0.49,0.445,
slight disgust,0.156,0.578,0.318,
slight surprise,0.677,0.746,0.557,
slight trust,0.306,0.4,0.245,
slightly,0.47,0.274,0.255,
slightly negative,0.19,0.472,0.259,
slightly positive,0.792,0.48,0.567,
slim,0.562,0.18,0.296,
slime,0.3,0.37,0.183,
slimy,0.177,0.5,0.309,
sling,0.417,0.423,0.404,
slingshot,0.323,0.654,0.474,
slink,0.46,0.546,0.314,
slinky,0.4,0.637,0.603,
slip,0.316,0.714,0.321,
slipper,0.635,0.298,0.245,
slippers,0.573,0.413,0.236,
slippery,0.219,0.74,0.343,
slit,0.406,0.49,0.366,
sliver,0.388,0.347,0.291,
slob,0.275,0.365,0.3,
slobber,0.35,0.375,0.278,
slogan,0.55,0.216,0.564,
sloop,0.48,0.375,0.38,
slop,0.306,0.409,0.325,
slope,0.347,0.438,0.279,
sloppy,0.303,0.441,0.183,
slot,0.469,0.337,0.337,
sloth,0.198,0.14,0.125,
slouch,0.365,0.45,0.328,
slough,0.265,0.39,0.2,
slow,0.357,0.073,0.131,
slowly,0.427,0.185,0.295,
slowness,0.302,0.212,0.191,
sludge,0.354,0.396,0.229,
slug,0.276,0.37,0.16,
slugger,0.458,0.5,0.518,
sluggish,0.224,0.124,0.155,
sluice,0.427,0.52,0.365,
slum,0.292,0.528,0.302,
slumber,0.592,0.191,0.426,
slump,0.194,0.438,0.13,
slur,0.115,0.814,0.427,
slurp,0.54,0.528,0.411,
slush,0.427,0.283,0.296,
slut,0.071,0.808,0.309,
slutty,0.224,0.81,0.371,
sly,0.573,0.69,0.75,
smack,0.323,0.662,0.381,
small,0.542,0.205,0.12,
smaller,0.3,0.31,0.179,
smallest,0.281,0.34,0.129,
smallpox,0.156,0.583,0.222,
smart,0.906,0.607,0.923,
smartass,0.364,0.52,0.62,
smarten,0.602,0.49,0.551,
smarty,0.673,0.51,0.848,
smash,0.195,0.692,0.53,
smashed,0.143,0.66,0.256,
smattering,0.448,0.46,0.5,
smear,0.23,0.433,0.4,
smell,0.51,0.52,0.33,
smelling,0.458,0.481,0.349,
smelly,0.1,0.528,0.245,
smelt,0.333,0.441,0.345,
smidgen,0.367,0.385,0.357,
smile,0.906,0.598,0.618,
smiled,0.949,0.53,0.536,
smiles,0.892,0.606,0.607,
smiley,0.865,0.47,0.571,
smiling,0.981,0.679,0.625,
smirk,0.792,0.596,0.583,
smite,0.303,0.846,0.682,
smith,0.677,0.333,0.529,
smithereens,0.281,0.561,0.409,
smitten,0.153,0.76,0.204,
smock,0.429,0.25,0.25,
smog,0.271,0.48,0.382,
smoke,0.188,0.5,0.391,
smoker,0.208,0.528,0.311,
smokey,0.494,0.462,0.43,
smoking,0.176,0.557,0.384,
smoky,0.459,0.42,0.327,
smoldering,0.635,0.781,0.764,
sevice,0.061,0.674,0.152,
smooch,0.796,0.731,0.491,
smooth,0.823,0.127,0.281,
smoothie,0.806,0.333,0.281,
exitus,0.055,0.67,0.151,
smoothly,0.821,0.134,0.488,
smoothness,0.833,0.221,0.412,
smother,0.292,0.685,0.42,
smudge,0.327,0.429,0.245,
smug,0.198,0.552,0.587,
smuggle,0.194,0.775,0.57,
smuggler,0.062,0.867,0.645,
smuggling,0.229,0.783,0.51,
exemple,0.064,0.666,0.158,
smut,0.357,0.36,0.349,
snack,0.646,0.407,0.345,
snacks,0.781,0.48,0.306,
snafu,0.375,0.549,0.274,
snag,0.417,0.25,0.339,
snags,0.177,0.721,0.49,
snail,0.48,0.104,0.296,
yugoslavia,0.056,0.666,0.158,
snake,0.276,0.75,0.549,
snakes,0.176,0.662,0.606,
snakeskin,0.276,0.696,0.391,
snap,0.344,0.517,0.352,
snapper,0.417,0.429,0.245,
snappy,0.573,0.592,0.418,
snapshot,0.573,0.578,0.588,
urologist,0.065,0.667,0.16,
snare,0.229,0.85,0.466,
snarl,0.43,0.787,0.455,
snarling,0.312,0.704,0.491,
snatch,0.219,0.861,0.691,
snatcher,0.122,0.867,0.563,
snazzy,0.735,0.37,0.66,
sneak,0.281,0.745,0.449,
sneaker,0.794,0.479,0.389,
sneakers,0.604,0.548,0.349,
sneaking,0.203,0.755,0.545,
sneaky,0.24,0.74,0.56,
sneer,0.133,0.755,0.345,
sneeze,0.271,0.442,0.336,
sneezing,0.434,0.57,0.345,
snicker,0.708,0.693,0.409,
snide,0.186,0.723,0.455,
sniff,0.396,0.5,0.318,
snip,0.417,0.327,0.268,
snipe,0.198,0.915,0.491,
sniper,0.167,0.87,0.853,
snippet,0.612,0.41,0.368,
snippy,0.418,0.491,0.481,
snitch,0.3,0.598,0.333,
snob,0.296,0.52,0.309,
snoop,0.134,0.74,0.434,
snoopy,0.573,0.534,0.291,
snooty,0.39,0.455,0.446,
snooze,0.235,0.357,0.282,
snore,0.245,0.61,0.481,
snorkel,0.51,0.47,0.327,
snort,0.469,0.531,0.413,
snot,0.214,0.34,0.269,
snotty,0.18,0.382,0.2,
snout,0.276,0.385,0.241,
snow,0.667,0.363,0.309,
snowball,0.717,0.444,0.321,
snowboard,0.663,0.68,0.511,
snowboarder,0.719,0.754,0.545,
snowday,0.602,0.5,0.44,
snowfall,0.675,0.28,0.455,
snowflake,0.748,0.192,0.26,
snowing,0.586,0.49,0.387,
snowmageddon,0.375,0.575,0.472,
snowman,0.776,0.291,0.323,
snowplow,0.449,0.48,0.493,
snowstorm,0.204,0.833,0.629,
snowy,0.656,0.304,0.357,
snub,0.229,0.412,0.228,
snubbed,0.265,0.528,0.279,
snuff,0.357,0.47,0.377,
snug,0.867,0.173,0.5,
snuggle,0.781,0.39,0.35,
snuggled,0.552,0.439,0.314,
snuggles,0.67,0.34,0.287,
snuggling,0.683,0.585,0.373,
soak,0.48,0.37,0.24,
soaked,0.365,0.462,0.358,
soaking,0.438,0.324,0.375,
soangry,0.327,0.65,0.482,
soannoyed,0.271,0.529,0.426,
soap,0.531,0.163,0.311,
soapbox,0.5,0.415,0.393,
soapy,0.552,0.373,0.355,
soar,0.79,0.74,0.718,
soaring,0.708,0.704,0.65,
sob,0.115,0.48,0.212,
sober,0.729,0.216,0.568,
soblessed,0.542,0.395,0.287,
sobriety,0.68,0.31,0.583,
soc,0.427,0.431,0.38,
soccer,0.698,0.837,0.644,
sociable,0.854,0.459,0.627,
social,0.806,0.37,0.614,
socialanxiety,0.27,0.588,0.426,
socialism,0.51,0.5,0.56,
socialist,0.448,0.4,0.543,
doctors,0.06,0.668,0.158,
socialite,0.684,0.668,0.57,
socialize,0.907,0.683,0.726,
society,0.674,0.464,0.782,
sociology,0.615,0.439,0.694,
sociopath,0.104,0.863,0.439,
sock,0.5,0.167,0.29,
socket,0.583,0.469,0.377,
sod,0.427,0.383,0.333,
soda,0.688,0.314,0.364,
soda/pop,0.581,0.41,0.382,
sodding,0.24,0.5,0.4,
sodium,0.49,0.34,0.291,
sofa,0.583,0.106,0.263,
soft,0.76,0.179,0.232,
softball,0.735,0.63,0.518,
soften,0.694,0.194,0.392,
softener,0.745,0.3,0.373,
softening,0.7,0.255,0.361,
softly,0.517,0.206,0.304,
softness,0.875,0.086,0.402,
software,0.561,0.28,0.57,
soggy,0.312,0.35,0.241,
sohappy,0.949,0.673,0.681,
soil,0.35,0.18,0.356,
soiled,0.106,0.529,0.213,
soiree,0.729,0.692,0.578,
sojourn,0.514,0.243,0.509,
solace,0.776,0.294,0.453,
solar,0.622,0.452,0.645,
solarium,0.602,0.356,0.421,
solder,0.439,0.51,0.611,
soldering,0.573,0.536,0.538,
soldier,0.392,0.708,0.768,
grumbling,0.063,0.67,0.156,
sole,0.427,0.194,0.279,
solemn,0.708,0.37,0.709,
solicit,0.62,0.49,0.604,
solicitation,0.612,0.519,0.415,
solicitor,0.6,0.479,0.802,
