Word,Valence,Arousal,Dominance,Category
oddity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
splitting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
nosnow,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unforgiving,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
limited,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
weeds,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
willful,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rain,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cruelty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
untitled,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
squall,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
destination,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fragile,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
eschew,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
overload,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
feeling,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sap,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
strip,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cupping,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
memories,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
divided,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
esteem,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sarcasm,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cruel,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cross,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
stint,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
crumbling,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
heartfelt,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rack,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
error,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
mug,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
emo,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lesbian,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
touchy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
kennel,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
stillness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
meek,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
grounded,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
frailty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sisterhood,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tolerate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
interrupted,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
procession,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inconsequential,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tax,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
snort,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pare,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
halter,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
plunder,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
weight,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
overpriced,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cold,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
honest,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cry,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
misty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
atrocity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cloudy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sentence,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cancel,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wrecked,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
warp,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
healing,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uninteresting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
burke,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
depart,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sabotage,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
trash,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hollow,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
case,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
polio,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
void,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
blockade,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
atrophy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pale,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
foggy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unfairness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unfair,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wasteful,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
incomplete,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
communism,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dispossessed,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
error,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
anchorage,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wreck,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
older,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disrespectful,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
demonstrative,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
melodrama,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
necessity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
boredom,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
undying,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uneducated,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
humbug,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unexplained,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rainyday,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rainy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uninterested,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sluggish,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
yucky,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lovely,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
nutritious,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
music,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
mother,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sing,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
poisoned,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
frayed,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
poisonous,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unfavorable,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sadness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disqualified,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pointless,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
crying,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
chilly,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
waffle,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
couch,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
relics,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fraught,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
attenuation,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
poison,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
musical,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
revolution,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fat,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
napkin,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
vote,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
savor,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
shell,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
crypt,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bang,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dole,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
indifference,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
boooo,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sacrifices,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
discolored,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
blunder,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
coping,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
thirst,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
onerous,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bottom,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
attacking,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fasting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
arid,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hoary,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sprain,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lower,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
chargeable,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pious,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cocaine,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sadly,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tough,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tragedy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
desert,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uninspired,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disapproving,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
animosity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lethargy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unattainable,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
stigma,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
absent,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
darkened,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
farewell,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worse,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
arraignment,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disapproved,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disagreement,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
daemon,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
interested,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
indigent,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
diminish,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
coercion,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
emotional,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fugitive,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
enmity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dissolution,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
restriction,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
forbid,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lunacy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cancellation,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
departure,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
insignificant,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disconnected,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
problem,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bum,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
imprudent,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
deflate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pensive,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
underpaid,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sympathize,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
insolvency,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worrying,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disparaging,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
apathetic,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
abscess,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
blues,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
interment,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cardiomyopathy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cutting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
enslaved,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dispassionate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wrongdoing,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rip,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bad,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cytomegalovirus,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fury,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
furrow,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
falling,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
invader,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
arsenic,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fall,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
illegitimate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
drab,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
expel,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scarce,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
traitor,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
beggar,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
difficulties,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dispassionate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cyst,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lastday,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
retribution,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
varicella,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rot,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wail,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fuss,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
futile,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bothering,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tripping,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sunk,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
draining,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disqualified,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
haunted,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
thief,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
deviation,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
jarring,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
insolvent,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
neuralgia,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worsening,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unwelcome,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
handicap,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unequal,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
cyst,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disparity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
ghetto,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scarcely,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
badly,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unlawful,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wane,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
infamy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
holocaust,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scarcity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
plunder,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worn,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
gallows,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
depreciated,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
confiscate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tomb,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hollow,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inability,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
criticise,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
doldrums,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
surrender,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
refugee,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inhospitable,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
secluded,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disapprove,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scarce,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
recidivism,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
danger,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
conflict,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
collusion,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
domination,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
penalty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
collapse,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uneasiness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
pernicious,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
penal,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sedition,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
undesirable,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
criticize,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
convict,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
expulsion,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
frayed,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
undesired,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
leftout,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disapproval,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tramp,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
ail,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
frustrate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
moody,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
tribulation,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lone,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
encumbrance,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bummer,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worry,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
annulment,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
damages,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
revolver,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wreck,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
perplexity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
intercede,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lowly,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
guillotine,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
damage,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
confinement,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
futile,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
paucity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dislocated,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
detainee,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
appendicitis,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
badday,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rejects,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disparage,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
delirious,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
memorials,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worried,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
invade,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bittersweet,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scar,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
romance,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
spank,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
avalanche,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
frown,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
gone,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wrongly,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
upheaval,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scarcity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fell,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inter,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
arid,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
discriminate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
foreclose,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
vulgarity,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
despotism,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
worse,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
damnation,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
meaningless,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
plaintive,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fruitless,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
adder,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
mocking,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
empty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hoary,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
crazy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
poverty,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
bastard,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
deteriorated,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inter,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wound,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
assailant,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
arraignment,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fugitive,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unsuccessful,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
assassin,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inefficiency,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unemployed,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fuss,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
servile,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
lockup,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
flounder,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
apologize,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
parting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
sympathy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
rabid,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
prostitution,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
overcast,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
powerless,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
disqualify,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
scar,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
dispel,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uneducated,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
inconsiderate,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unattractive,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
delay,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
slump,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
uneasiness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
noncompliance,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wasting,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
murky,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hoax,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
consecration,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
fruitless,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
wimpy,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
intervention,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
spoiler,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
perpetrator,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
numbness,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
hunter,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
unrest,0.052000000000000005,0.28800000000000003,0.16399999999999998,unhappy
